ID_BANDA,BANDA,CLAVE_BANDA,HERMANDAD,TITULAR,ANIO,FUENTE,NOTA,LOCALIDAD
,Agrupación Musical Polillas (Cádiz),agrupacion musical polillas cadiz,La Salvación,La Salvación,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Santísimo Cristo De La Salvación,Jerez de la Frontera
,Agrupación Musical Nuestro Padre Jesús de la Redención (Sevilla),agrupacion musical nuestro padre jesus de la redencion sevilla,Mayor Dolor,Mayor Dolor,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Ntro. Padre Y Señor De Las Penas,Jerez de la Frontera
,Agrupación Musical La Sentencia (Jerez),agrupacion musical la sentencia jerez,Soberano Poder,Soberano Poder,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: N. Padre Jesús Del Soberano Poder,Jerez de la Frontera
,Agrupación Musical Sagrada Resurrección (Sanlúcar de Barrameda),agrupacion musical sagrada resurreccion sanlucar de barrameda,El Consuelo,El Consuelo,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Señor Del Amparo,Jerez de la Frontera
,Banda de Cornetas y Tambores Nuestro Padre Jesús de las Tres Caídas (Arcos de la Frontera),banda de cornetas y tambores nuestro padre jesus de las tres caidas arcos de la frontera,Las Tres Caídas,Las Tres Caídas,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Stmo. Cristo De La Salud,Jerez de la Frontera
,Banda de Cornetas y Tambores Caridad (Jerez),banda de cornetas y tambores caridad jerez,La Flagelación,La Flagelación,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Señor De La Sagrada Flagelación,Jerez de la Frontera
,Agrupación Musical Nuestro Padre Jesús de la Salud Los Gitanos (Sevilla),agrupacion musical nuestro padre jesus de la salud los gitanos sevilla,Prendimiento,Prendimiento,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Ntro. Padre Jesús Del Prendimiento,Jerez de la Frontera
,Banda de Cornetas y Tambores Nazareno (Utrera),banda de cornetas y tambores nazareno utrera,Vera-Cruz,Vera-Cruz,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Cristo De La Esperanza,Jerez de la Frontera
,"Banda de Cornetas y Tambores Santísimo Cristo de la Elevación (Campo de Criptana, Ciudad Real)",banda de cornetas y tambores santisimo cristo de la elevacion campo de criptana ciudad real,La Redención,La Redención,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Jesús De La Redención,Jerez de la Frontera
,Banda de Cornetas y Tambores Coronación de Campillos (Málaga),banda de cornetas y tambores coronacion de campillos malaga,Oración en el Huerto,Oración en el Huerto,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Ntr. Padre Jesús Orando En El Huerto,Jerez de la Frontera
,Banda de Cornetas y Tambores Esencia (Sevilla),banda de cornetas y tambores esencia sevilla,La Lanzada,La Lanzada,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Sagrada Lanzada,Jerez de la Frontera
,Banda de Cornetas y Tambores Caridad (Jerez de la Frontera),banda de cornetas y tambores caridad jerez de la frontera,Mayor Dolor,Mayor Dolor,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,,Jerez de la Frontera
,Banda de Cornetas y Tambores Jesús del Gran Poder (Coria del Río),banda de cornetas y tambores jesus del gran poder coria del rio,Nazareno,Nazareno,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Cruz De Guía,Jerez de la Frontera
,Agrupación Musical La Sentencia (Jerez de la Frontera),agrupacion musical la sentencia jerez de la frontera,La Yedra,La Yedra,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Ntro. Padre Jesús De La Sentencia Y Humildad,Jerez de la Frontera
,"Banda de Cornetas y Tambores Redención (Benalmádena, Málaga)",banda de cornetas y tambores redencion benalmadena malaga,Misión,Misión,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Nuestro Padre Jesús De La Misión Redentora,Jerez de la Frontera
,Agrupación Musical Nuestra Señora de los Reyes (Sevilla),agrupacion musical nuestra senora de los reyes sevilla,La Exaltación,La Exaltación,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,,Jerez de la Frontera
,Agrupación Musical San Juan (Jerez),agrupacion musical san juan jerez,El Cristo,El Cristo,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,,Jerez de la Frontera
,Banda de Cornetas y Tambores Caridad (Jerez),banda de cornetas y tambores caridad jerez,La Soledad,La Soledad,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Sagrado Descendimiento,Jerez de la Frontera
,Banda de Cornetas y Tambores Fundación Zoilo Ruiz Mateos (Rota),banda de cornetas y tambores fundacion zoilo ruiz mateos rota,Sacramental de Santiago,Sacramental de Santiago,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Stmo. Cristo De Las Almas,Jerez de la Frontera
,Agrupación Musical Maestro Agripino Lozano (San Fernando),agrupacion musical maestro agripino lozano san fernando,La Mortaja,La Mortaja,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Santo Entierro,Jerez de la Frontera
,Banda de Cornetas y Tambores Nuestra Señora del Rosario (Cádiz),banda de cornetas y tambores nuestra senora del rosario cadiz,Santa Marta,Santa Marta,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Stmo. Cristo De La Caridad,Jerez de la Frontera
,Agrupación Musical San Juan de Jerez,agrupacion musical san juan de jerez,Resucitado,Resucitado,2025,Estacion de Penitencia (Canal Sur) Jerez 2025,titular real: Sagrada Resurrección,Jerez de la Frontera
