ID_BANDA,BANDA,CLAVE_BANDA,HERMANDAD,TITULAR,ANIO,FUENTE,NOTA,LOCALIDAD
,Agrupación Musical Nuestro Padre Jesús de la Redención,agrupacion musical nuestro padre jesus de la redencion,Presentación al Pueblo,Jesús de los Afligidos,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Agrupación Musical Santa Cecilia (Aguilar de la Frontera),agrupacion musical santa cecilia aguilar de la frontera,Penas de Santiago,Cristo de las Penas,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y Tambores Nuestro Padre Jesús Caído y Nuestra Señora de la Fuensanta,banda de cornetas y tambores nuestro padre jesus caido y nuestra senora de la fuensanta,Entrada Triunfal,El Señor de los Reyes,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Agrupación Musical Nuestro Padre Jesús de la Pasión de Linares,agrupacion musical nuestro padre jesus de la pasion de linares,Esperanza,Jesús de las Penas,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y Tambores Coronación de Espinas,banda de cornetas y tambores coronacion de espinas,Rescatado,El Rescatado,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Agrupación Musical Nuestro Padre Jesús de la Redención,agrupacion musical nuestro padre jesus de la redencion,Huerto,La Oración en el Huerto,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Agrupación Musical Santí simo Cristo de Gracia,agrupacion musical santi simo cristo de gracia,Amor,Jesús del Silencio,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y Tambores Nuestra Señora de la Salud,banda de cornetas y tambores nuestra senora de la salud,Amor,Jesús del Silencio,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y Tambores Coronación de Espinas,banda de cornetas y tambores coronacion de espinas,Merced,Jesús Humilde,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Agrupación Musical Nuestro Padre Jesús de la Redención,agrupacion musical nuestro padre jesus de la redencion,Redención,La Redención,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y Tambores Fe y Consuelo (Martos),banda de cornetas y tambores fe y consuelo martos,Vera Cruz,Cristo del Amor,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y Tambores Santí simo Cristo de la Victoria (León),banda de cornetas y tambores santi simo cristo de la victoria leon,Sentencia,La Sentencia,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y Tambores Nuestra Señora de la Salud,banda de cornetas y tambores nuestra senora de la salud,Agonía,Cristo de la Agonía,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y Tambores Cauti vo (Málaga),banda de cornetas y tambores cauti vo malaga,Sangre,Jesús de la Sangre,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y Tambores Monte Calvario (Martos),banda de cornetas y tambores monte calvario martos,Buen Suceso,Jesús del Buen Suceso,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Agrupación Musical Nuestro Padre Jesús de la Pasión (Linares),agrupacion musical nuestro padre jesus de la pasion linares,Santa Faz,La Santa Faz,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Agrupación Musical La Victoria,agrupacion musical la victoria,Santa Faz,La Santa Faz,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
