ID_BANDA,BANDA,CLAVE_BANDA,HERMANDAD,TITULAR,ANIO,FUENTE,NOTA,LOCALIDAD
,Sección Musical Nuestra Señora de las Angustias de Motril,seccion musical nuestra senora de las angustias de motril,Borriquilla,Cruz de Guia,2026,ahoragranada.com,,Granada
81,Agrupación Musical María Santísima de la Estrella de Granada,agrupacion musical maria santisima de la estrella de granada,Borriquilla,Paso de Misterio,2026,ahoragranada.com,,Granada
,Banda de Música Nuestra Señora de la Soledad de Mena de Málaga,banda de musica nuestra senora de la soledad de mena de malaga,Borriquilla,Paso de Palio,2026,ahoragranada.com,,Granada
,Banda de Cornetas y Tambores María Santísima de la Victoria de Granada,banda de cornetas y tambores maria santisima de la victoria de granada,Santa Cena,Paso de Misterio,2026,ahoragranada.com,,Granada
,Agrupación Músico-Cultural de la Santa Vera Cruz 'La Pepa' de Alhaurín el Grande,agrupacion musico cultural de la santa vera cruz la pepa de alhaurin el grande,Santa Cena,Paso de Palio,2026,ahoragranada.com,,Granada
76,Banda de Cornetas y Tambores Nuestro Padre Jesús Despojado de sus Vestiduras de Granada,banda de cornetas y tambores nuestro padre jesus despojado de sus vestiduras de granada,Despojado,Paso de Misterio,2026,ahoragranada.com,,Granada
,Banda y Unidad de Música Nuestra Señora de los Ángeles de Granada,banda y unidad de musica nuestra senora de los angeles de granada,Despojado,Paso de Palio,2026,ahoragranada.com,,Granada
125,Banda de Cornetas y Tambores Santísimo Cristo de la Elevación de Campo de Criptana,banda de cornetas y tambores santisimo cristo de la elevacion de campo de criptana,Maravillas,Paso de Misterio,2026,ahoragranada.com,,Granada
,Asociación Musical San Isidro de Armilla,asociacion musical san isidro de armilla,Maravillas,Paso de Palio,2026,ahoragranada.com,,Granada
,Agrupación Musical Virgen de la Cabeza de Exfiliana,agrupacion musical virgen de la cabeza de exfiliana,Cautivo y Encarnacion,Paso de Misterio,2026,ahoragranada.com,,Granada
,Banda de Música de Torredonjimeno,banda de musica de torredonjimeno,Cautivo y Encarnacion,Paso de Palio,2026,ahoragranada.com,,Granada
76,Banda de Cornetas y Tambores Nuestro Padre Jesús Despojado de sus Vestiduras de Granada,banda de cornetas y tambores nuestro padre jesus despojado de sus vestiduras de granada,Huerto,Paso de Misterio,2026,ahoragranada.com,,Granada
,Asociación Musical San Isidro de Armilla,asociacion musical san isidro de armilla,Huerto,Paso de Palio,2026,ahoragranada.com,,Granada
81,Agrupación Musical María Santísima de la Estrella de Granada,agrupacion musical maria santisima de la estrella de granada,Trabajo y Luz,Paso de Cristo,2026,ahoragranada.com,,Granada
,Banda de Música Felipe Moreno de Cúllar Vega,banda de musica felipe moreno de cullar vega,Trabajo y Luz,Paso de Palio,2026,ahoragranada.com,,Granada
,Banda de Música Nuestra Señora de los Dolores de Granada,banda de musica nuestra senora de los dolores de granada,Los Dolores,Paso de Palio,2026,ahoragranada.com,,Granada
,Agrupación Musical Santa María de la Paz de El Ejido,agrupacion musical santa maria de la paz de el ejido,El Rescate,Cruz de Guia,2026,ahoragranada.com,,Granada
,Agrupación Musical Nuestro Padre Jesús del Rescate de Granada,agrupacion musical nuestro padre jesus del rescate de granada,El Rescate,Paso de Cristo,2026,ahoragranada.com,,Granada
76,Banda de Cornetas y Tambores Nuestro Padre Jesús Despojado de sus Vestiduras de Granada,banda de cornetas y tambores nuestro padre jesus despojado de sus vestiduras de granada,Lanzada,Paso de Misterio,2026,ahoragranada.com,,Granada
,Asociación Músico-Cultural San Sebastián de Padul,asociacion musico cultural san sebastian de padul,Lanzada,Paso de Palio,2026,ahoragranada.com,,Granada
,Banda y Unidad de Música Nuestra Señora de los Ángeles de Granada,banda y unidad de musica nuestra senora de los angeles de granada,Via Crucis,Paso de Palio,2026,ahoragranada.com,,Granada
