ANIO,PAG,DIA,HERMANDAD,PASO,BANDA
2025,16,DOMINGO DE RAMOS,Jesús Despojado,Cruz de Guia,Agrupación Juvenil Virgen de los Reyes
2025,16,DOMINGO DE RAMOS,Jesús Despojado,Primer Paso,Agrupación Virgen de los Reyes
2025,16,DOMINGO DE RAMOS,Jesús Despojado,Segundo Paso,Liceo de Música de Moguer
2025,17,DOMINGO DE RAMOS,La Hiniesta,Cruz de Guia,A.M. Angustias Coronada
2025,17,DOMINGO DE RAMOS,La Hiniesta,Primer Paso,Agrupación Musical Santa María Magdalena de Arahal
2025,17,DOMINGO DE RAMOS,La Hiniesta,Segundo Paso,Banda de Mairena del Alcor
2025,18,DOMINGO DE RAMOS,La Paz,(prosa),Sta. María de la Esperanza (cruz)
2025,18,DOMINGO DE RAMOS,La Paz,Primer Paso,Nuestra Señora de la Encarnación
2025,18,DOMINGO DE RAMOS,La Paz,Segundo Paso,B.M de la Puebla del Río
2025,18,DOMINGO DE RAMOS,La Cena,Primer Paso,CC. y TT. Las Cigarreras
2025,18,DOMINGO DE RAMOS,La Cena,Segundo Paso,Capilla Musical y Escolanía María Auxiliadora
2025,18,DOMINGO DE RAMOS,La Cena,Tercer Paso,Banda de Música Maestro Tejera
2025,20,DOMINGO DE RAMOS,San Roque,Cruz de Guia,Banda de Cornetas y Tambores Pasión de Cristo
2025,20,DOMINGO DE RAMOS,San Roque,Primer Paso,Banda del Nazareno de Huelva
2025,20,DOMINGO DE RAMOS,San Roque,Segundo Paso,Banda de la Cruz Roja
2025,20,DOMINGO DE RAMOS,La Amargura,Primer Paso,Tres Caídas de Triana
2025,20,DOMINGO DE RAMOS,La Amargura,Segundo Paso,Carmen de Salteras
2025,21,DOMINGO DE RAMOS,La Estrella,Cruz de Guia,Juvenil de la Centuria
2025,21,DOMINGO DE RAMOS,La Estrella,Primer Paso,Rosario de Cádiz
2025,21,DOMINGO DE RAMOS,La Estrella,Segundo Paso,Banda de la Oliva de Salteras
2025,21,DOMINGO DE RAMOS,El Amor,Primer Paso,No lleva
2025,21,DOMINGO DE RAMOS,El Amor,Segundo Paso,Banda de música de Las Cigarreras
2025,25,LUNES SANTO,San Pablo,Cruz de Guia,Pasión de Cristo
2025,25,LUNES SANTO,San Pablo,Primer Paso,A.M. Arahal (ida) y Virgen de los Reyes (regreso)
2025,25,LUNES SANTO,San Pablo,Segundo Paso,Nieves de Olivares (ida) B.M Puebla del Río (regreso)
2025,25,LUNES SANTO,La Redención,(prosa),A. M. Virgen del Rocío (cruz)
2025,25,LUNES SANTO,La Redención,Primer Paso,A. M. de la Redención
2025,25,LUNES SANTO,La Redención,Segundo Paso,Banda de Musica de la Cruz Roja
2025,26,LUNES SANTO,Santa Genoveva,(prosa),Agrupación Musical Virgen de las Angustias (cruz de guía)
2025,26,LUNES SANTO,Santa Genoveva,Primer Paso,Agrupación Musical Pasión de Linares
2025,26,LUNES SANTO,Santa Genoveva,Segundo Paso,Banda de Música del Carmen del Salteras
2025,26,LUNES SANTO,Santa Marta,(prosa),No lleva
2025,28,LUNES SANTO,San Gonzalo,Primer Paso,CC y TT. Las Cigarreras
2025,28,LUNES SANTO,San Gonzalo,Segundo Paso,Santa Ana de Dos Hermanas
2025,28,LUNES SANTO,Vera Cruz,Primer Paso,Grupo vocal De Profundis y la Capilla Calvarium
2025,28,LUNES SANTO,Vera Cruz,Segundo Paso,Capilla Musical Ars Sacra
2025,29,LUNES SANTO,Las Penas,Primer Paso,De Capilla
2025,29,LUNES SANTO,Las Penas,Segundo Paso,Banda de Música Maestro Tejera
2025,30,LUNES SANTO,El Museo,Primer Paso,No lleva
2025,30,LUNES SANTO,El Museo,Segundo Paso,Oliva de Salteras
2025,30,LUNES SANTO,Las Aguas,Cruz de Guia,Centuria Juvenil
2025,30,LUNES SANTO,Las Aguas,Primer Paso,Rosario de Cádiz
2025,30,LUNES SANTO,Las Aguas,Segundo Paso,Banda de Mairena del Alcor
2025,34,MARTES SANTO,El Cerro del Águila,Primer Paso,Nazareno de Huelva
2025,34,MARTES SANTO,El Cerro del Águila,Segundo Paso,Centuria Macarena
2025,34,MARTES SANTO,El Cerro del Águila,Tercer Paso,Banda de las Nieves de Olivares
2025,34,MARTES SANTO,San Benito,(prosa),Agrupación Musical Juvenil Sagrada Presentación.(cruz de guía)
2025,34,MARTES SANTO,San Benito,Primer Paso,Agrupación de la Encarnación
2025,34,MARTES SANTO,San Benito,Segundo Paso,Banda del Cristo de la Sangre
2025,34,MARTES SANTO,San Benito,Tercer Paso,Municipal de la Puebla del Río
2025,36,MARTES SANTO,La Candelaria,Cruz de Guia,Centuria Juvenil Macarena
2025,36,MARTES SANTO,La Candelaria,Primer Paso,Banda de cornetas de las Tres Caídas
2025,36,MARTES SANTO,La Candelaria,Segundo Paso,Banda de música de la Cruz Roja
2025,36,MARTES SANTO,El Dulce Nombre,Primer Paso,Banda de cornetas y tambores de las Cigarreras
2025,36,MARTES SANTO,El Dulce Nombre,Segundo Paso,Banda de la Oliva de Salteras
2025,38,MARTES SANTO,Los Javieres,Primer Paso,No lleva
2025,38,MARTES SANTO,Los Javieres,Segundo Paso,Julián Cerdán
2025,38,MARTES SANTO,San Esteban,Primer Paso,Virgen de los Reyes
2025,38,MARTES SANTO,San Esteban,Segundo Paso,Banda de Música de Cigarreras
2025,39,MARTES SANTO,Los Estudiantes,Primer Paso,No lleva
2025,39,MARTES SANTO,Los Estudiantes,Segundo Paso,Virgen del Águila de Alcalá de Guadaíra
2025,39,MARTES SANTO,Santa Cruz,Primer Paso,Capilla Musical
2025,39,MARTES SANTO,Santa Cruz,Segundo Paso,Banda del MaestroTejera
2025,43,MIERCOLES SANTO,El Carmen,Primer Paso,Rosario de Cádiz
2025,43,MIERCOLES SANTO,El Carmen,Segundo Paso,Oliva de Salteras (ida) y municipal de Mairena del Alcor (vuelta)
2025,43,MIERCOLES SANTO,La Sed,Primer Paso,Pasión de Linares
2025,43,MIERCOLES SANTO,La Sed,Segundo Paso,Banda de Música de la Soledad de Cantillana
2025,44,MIERCOLES SANTO,San Bernardo,Primer Paso,Centuria Romana Macarena
2025,44,MIERCOLES SANTO,San Bernardo,Segundo Paso,Nieves de Olivares
2025,44,MIERCOLES SANTO,El Buen Fin,Primer Paso,Presentación al Pueblo de Dos Hermanas
2025,44,MIERCOLES SANTO,El Buen Fin,Segundo Paso,Banda de Música de la Cruz Roja
2025,45,MIERCOLES SANTO,La Lanzada,Primer Paso,Tres Caídas
2025,45,MIERCOLES SANTO,La Lanzada,Segundo Paso,Banda de música de las Cigarreras
2025,46,MIERCOLES SANTO,El Baratillo,Cruz de Guia,A.M. María Stma de las Angustias
2025,46,MIERCOLES SANTO,El Baratillo,Primer Paso,Cornetas y tambores del Sol
2025,46,MIERCOLES SANTO,El Baratillo,Segundo Paso,Carmen de Salteras
2025,46,MIERCOLES SANTO,Los Panaderos,Primer Paso,Banda de las Cigarreras
2025,46,MIERCOLES SANTO,Los Panaderos,Segundo Paso,Banda de Santa Ana de Dos Hermanas
2025,48,MIERCOLES SANTO,Las Siete Palabras,Primer Paso,Capilla Musical Banda del Carmen de Villalba
2025,48,MIERCOLES SANTO,Las Siete Palabras,Segundo Paso,Banda de CC y TT Esencia
2025,48,MIERCOLES SANTO,Las Siete Palabras,Tercer Paso,Carmen de Villalba del Alcor
2025,48,MIERCOLES SANTO,El Cristo de Burgos,Primer Paso,Capilla musical ‘Ars Sacra’
2025,48,MIERCOLES SANTO,El Cristo de Burgos,Segundo Paso,Maestro Tejera
2025,52,JUEVES SANTO,Los Negritos,Primer Paso,Voces Graves De Profundis y Capilla Musical Ars Sacra
2025,52,JUEVES SANTO,Los Negritos,Segundo Paso,Las Nieves de Olivares
2025,52,JUEVES SANTO,La Exaltación,Primer Paso,Rosario de Cádiz
2025,52,JUEVES SANTO,La Exaltación,Segundo Paso,Banda municipal de Arahal
2025,54,JUEVES SANTO,? Las Cigarreras/Montesión,Primer Paso,A.M. La Redención
2025,54,JUEVES SANTO,? Las Cigarreras/Montesión,Segundo Paso,Banda de Música de la Cruz Roja
2025,56,JUEVES SANTO,La Quinta Angustia,(prosa),Carmen de Villalba del Alcor
2025,56,JUEVES SANTO,El Valle,Primer Paso,Capilla musical y niños cantores
2025,56,JUEVES SANTO,El Valle,Segundo Paso,No lleva
2025,56,JUEVES SANTO,El Valle,Tercer Paso,Banda del Maestro Tejera
2025,57,JUEVES SANTO,Pasión,Primer Paso,No lleva
2025,57,JUEVES SANTO,Pasión,Segundo Paso,Banda de la Oliva de Salteras
2025,61,MADRUGADA,El Silencio,Primer Paso,De capilla
2025,61,MADRUGADA,El Silencio,Segundo Paso,de capilla
2025,61,MADRUGADA,Gran Poder,Primer Paso,No lleva
2025,61,MADRUGADA,Gran Poder,Segundo Paso,no lleva
2025,62,MADRUGADA,La Macarena,Primer Paso,Centuria Romana Macarena
2025,62,MADRUGADA,La Macarena,Segundo Paso,Carmen de Salteras
2025,62,MADRUGADA,El Calvario,Primer Paso,no lleva
2025,62,MADRUGADA,El Calvario,Segundo Paso,No lleva
2025,64,MADRUGADA,La Esperanza de Triana,Primer Paso,Tres Caídas
2025,64,MADRUGADA,La Esperanza de Triana,Segundo Paso,Banda de música de las Cigarreras
2025,64,MADRUGADA,Los Gitanos,Primer Paso,Agrupación Musical de los Gitanos
2025,64,MADRUGADA,Los Gitanos,Segundo Paso,Nieves de Olivares
2025,68,VIERNES SANTO,La Carretería,Primer Paso,Las Cigarreras
2025,68,VIERNES SANTO,La Carretería,Segundo Paso,Julián Cerdán de Sanlúcar de Barrameda
2025,68,VIERNES SANTO,La Soledad,(prosa),Banda Municipal de Mairena del Alcor
2025,70,VIERNES SANTO,El Cachorro,Primer Paso,Banda de Música de la Puebla del Río
2025,70,VIERNES SANTO,El Cachorro,Segundo Paso,La Oliva de Salteras
2025,70,VIERNES SANTO,La O,Primer Paso,Banda de CC. y TT. del Sol
2025,70,VIERNES SANTO,La O,Segundo Paso,Carmen de Salteras
2025,72,VIERNES SANTO,San Isidoro,Primer Paso,No lleva
2025,72,VIERNES SANTO,San Isidoro,Segundo Paso,No lleva
2025,72,VIERNES SANTO,Montserrat,Primer Paso,Las Tres Caídas
2025,72,VIERNES SANTO,Montserrat,Segundo Paso,Banda del Maestro Tejera
2025,73,VIERNES SANTO,La Mortaja,(prosa),Capilla y Escolanía Salesiana
2025,77,SABADO SANTO,El Sol,Cruz de Guia,Fraternitas
2025,77,SABADO SANTO,El Sol,Primer Paso,Banda Cornetas y Tambores del Sol
2025,77,SABADO SANTO,El Sol,Segundo Paso,B.M. F. Guerrero de Los Palacios
2025,77,SABADO SANTO,El Sol,Primer Paso,Soledad de Cantillana
2025,77,SABADO SANTO,El Sol,Segundo Paso,Banda Municipal de Coria del Río
2025,77,SABADO SANTO,La Trinidad,Cruz de Guia,Santa María de Gracia
2025,77,SABADO SANTO,La Trinidad,Primer Paso,Las Cigarreras
2025,78,SABADO SANTO,El Santo Entierro,Primer Paso,Capilla Musical
2025,78,SABADO SANTO,El Santo Entierro,Segundo Paso,Coral y Banda Municipal de Sevilla
2025,78,SABADO SANTO,La Soledad,(prosa),no lleva
2025,78,SABADO SANTO,La Soledad,(prosa),Banda del Cuartel General del Ejército
2025,78,SABADO SANTO,La Soledad,Segundo Paso,Tres Caídas
2025,78,SABADO SANTO,La Soledad,Tercer Paso,La Oliva de Salteras
2025,82,DOMINGO DE RESURRECCION,La Resurrección,Primer Paso,A. M. Virgen de los Reyes
2025,82,DOMINGO DE RESURRECCION,La Resurrección,Segundo Paso,Banda de música de las Cigarreras
