source,dia,hermandad,paso,anio,banda_raw,orig_line
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,1992,CCTT Cristo de la Sed,1992 - 1995: CCTT Cristo de la Sed
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,1993,CCTT Cristo de la Sed,1992 - 1995: CCTT Cristo de la Sed
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,1994,CCTT Cristo de la Sed,1992 - 1995: CCTT Cristo de la Sed
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,1995,CCTT Cristo de la Sed,1992 - 1995: CCTT Cristo de la Sed
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,1996,CCTT Ntra. Sra. de la Salud de Utrera,1996: CCTT Ntra. Sra. de la Salud de Utrera
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,1997,CCTT San Francisco Javier,1997: CCTT San Francisco Javier
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,1998,CCTT Cristo de la Exaltacion,1998 - 2002: CCTT Cristo de la Exaltacion
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,1999,CCTT Cristo de la Exaltacion,1998 - 2002: CCTT Cristo de la Exaltacion
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2000,CCTT Cristo de la Exaltacion,1998 - 2002: CCTT Cristo de la Exaltacion
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2001,CCTT Cristo de la Exaltacion,1998 - 2002: CCTT Cristo de la Exaltacion
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2002,CCTT Cristo de la Exaltacion,1998 - 2002: CCTT Cristo de la Exaltacion
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2003,CCTT Sol,2003 - 2007: CCTT Sol
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2004,CCTT Sol,2003 - 2007: CCTT Sol
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2005,CCTT Sol,2003 - 2007: CCTT Sol
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2006,CCTT Sol,2003 - 2007: CCTT Sol
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2007,CCTT Sol,2003 - 2007: CCTT Sol
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2008,CCTT Las Cigarreras,2008 - 2019: CCTT Las Cigarreras
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2009,CCTT Las Cigarreras,2008 - 2019: CCTT Las Cigarreras
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2010,CCTT Las Cigarreras,2008 - 2019: CCTT Las Cigarreras
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2011,CCTT Las Cigarreras,2008 - 2019: CCTT Las Cigarreras
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2012,CCTT Las Cigarreras,2008 - 2019: CCTT Las Cigarreras
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2013,CCTT Las Cigarreras,2008 - 2019: CCTT Las Cigarreras
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2014,CCTT Las Cigarreras,2008 - 2019: CCTT Las Cigarreras
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2015,CCTT Las Cigarreras,2008 - 2019: CCTT Las Cigarreras
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2016,CCTT Las Cigarreras,2008 - 2019: CCTT Las Cigarreras
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2017,CCTT Las Cigarreras,2008 - 2019: CCTT Las Cigarreras
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2018,CCTT Las Cigarreras,2008 - 2019: CCTT Las Cigarreras
foro-2019-josemariumb,Viernes de Dolores,LA MISION (HELIOPOLIS),,2019,CCTT Las Cigarreras,2008 - 2019: CCTT Las Cigarreras
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,1991,AM Santa Marta de La Algaba,1991: AM Santa Marta de La Algaba
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,1992,AM Nuestro Padre Jesus de Nazareth,1992: AM Nuestro Padre Jesus de Nazareth
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,1993,AM Redencion,1993: AM Redencion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,1994,AM Stma. Trinidad,1994 - 1996: AM Stma. Trinidad
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,1995,AM Stma. Trinidad,1994 - 1996: AM Stma. Trinidad
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,1996,AM Stma. Trinidad,1994 - 1996: AM Stma. Trinidad
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,1997,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,1998,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,1999,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2000,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2001,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2002,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2003,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2004,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2005,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2006,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2007,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2008,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2009,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2010,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2011,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2012,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2013,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2014,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2015,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2016,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2017,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2018,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,PINOMONTANO,Paso de Misterio,2019,AM Ntra. Sra. de la Encarnacion,1997 - 2019: AM Ntra. Sra. de la Encarnacion
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,1994,"AM de las Aguas, de Las Cabezas de San Juan","1994: AM de las Aguas, de Las Cabezas de San Juan"
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,1995,CCTT Dulce Nombre de Maria,1995: CCTT Dulce Nombre de Maria
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,1996,CCTT Juvenil Las Cigarreras,1996: CCTT Juvenil Las Cigarreras
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,1997,CCTT Presentacion al Pueblo de Dos Hermanas,1997 - 1999: CCTT Presentacion al Pueblo de Dos Hermanas
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,1998,CCTT Presentacion al Pueblo de Dos Hermanas,1997 - 1999: CCTT Presentacion al Pueblo de Dos Hermanas
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,1999,CCTT Presentacion al Pueblo de Dos Hermanas,1997 - 1999: CCTT Presentacion al Pueblo de Dos Hermanas
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2000,AM Ma Stma. de la Paz,2000: AM Ma Stma. de la Paz
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2001,CCTT la Sed,2001: CCTT la Sed
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2002,CCTT Ntro. Padre Jesus Cautivo,2002 - 2005: CCTT Ntro. Padre Jesus Cautivo
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2003,CCTT Ntro. Padre Jesus Cautivo,2002 - 2005: CCTT Ntro. Padre Jesus Cautivo
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2004,CCTT Ntro. Padre Jesus Cautivo,2002 - 2005: CCTT Ntro. Padre Jesus Cautivo
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2005,CCTT Ntro. Padre Jesus Cautivo,2002 - 2005: CCTT Ntro. Padre Jesus Cautivo
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2006,AM Redencion,2006 - 2019: AM Redencion
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2007,AM Redencion,2006 - 2019: AM Redencion
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2008,AM Redencion,2006 - 2019: AM Redencion
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2009,AM Redencion,2006 - 2019: AM Redencion
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2010,AM Redencion,2006 - 2019: AM Redencion
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2011,AM Redencion,2006 - 2019: AM Redencion
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2012,AM Redencion,2006 - 2019: AM Redencion
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2013,AM Redencion,2006 - 2019: AM Redencion
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2014,AM Redencion,2006 - 2019: AM Redencion
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2015,AM Redencion,2006 - 2019: AM Redencion
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2016,AM Redencion,2006 - 2019: AM Redencion
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2017,AM Redencion,2006 - 2019: AM Redencion
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2018,AM Redencion,2006 - 2019: AM Redencion
foro-2019-josemariumb,Viernes de Dolores,BELLAVISTA,Paso de Misterio,2019,AM Redencion,2006 - 2019: AM Redencion
foro-2019-josemariumb,Viernes de Dolores,BENDICION Y ESPERANZA,,2008,AM Virgen de los Reyes,2008-2009: AM Virgen de los Reyes
foro-2019-josemariumb,Viernes de Dolores,BENDICION Y ESPERANZA,,2009,AM Virgen de los Reyes,2008-2009: AM Virgen de los Reyes
foro-2019-josemariumb,Viernes de Dolores,BENDICION Y ESPERANZA,,2010,AM Santa Cecilia,2010-2012: AM Santa Cecilia
foro-2019-josemariumb,Viernes de Dolores,BENDICION Y ESPERANZA,,2011,AM Santa Cecilia,2010-2012: AM Santa Cecilia
foro-2019-josemariumb,Viernes de Dolores,BENDICION Y ESPERANZA,,2012,AM Santa Cecilia,2010-2012: AM Santa Cecilia
foro-2019-josemariumb,Viernes de Dolores,BENDICION Y ESPERANZA,,2013,AM Virgen de los Reyes,2013-2016: AM Virgen de los Reyes
foro-2019-josemariumb,Viernes de Dolores,BENDICION Y ESPERANZA,,2014,AM Virgen de los Reyes,2013-2016: AM Virgen de los Reyes
foro-2019-josemariumb,Viernes de Dolores,BENDICION Y ESPERANZA,,2015,AM Virgen de los Reyes,2013-2016: AM Virgen de los Reyes
foro-2019-josemariumb,Viernes de Dolores,BENDICION Y ESPERANZA,,2016,AM Virgen de los Reyes,2013-2016: AM Virgen de los Reyes
foro-2019-josemariumb,Viernes de Dolores,BENDICION Y ESPERANZA,,2017,AM Fraternitas,2017-2019: AM Fraternitas
foro-2019-josemariumb,Viernes de Dolores,BENDICION Y ESPERANZA,,2018,AM Fraternitas,2017-2019: AM Fraternitas
foro-2019-josemariumb,Viernes de Dolores,BENDICION Y ESPERANZA,,2019,AM Fraternitas,2017-2019: AM Fraternitas
foro-2019-josemariumb,Viernes de Dolores,PAZ Y MISERICORDIA,,2018,BCT Angeles,2018 - 2019: BCT Angeles
foro-2019-josemariumb,Viernes de Dolores,PAZ Y MISERICORDIA,,2019,BCT Angeles,2018 - 2019: BCT Angeles
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,1996,AM Maria Inmaculada (Castilleja de la Cuesta),1996: AM Maria Inmaculada (Castilleja de la Cuesta)
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,1997,AM Ma Stma. de la Paz,1997: AM Ma Stma. de la Paz
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,1998,CCTT Cristo de la Sangre,1998: CCTT Cristo de la Sangre
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,1999,CCTT Virgen de Gracia (Carmona),1999: CCTT Virgen de Gracia (Carmona)
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2000,AM de San Juan de Aznalfarache,2000 - 2001: AM de San Juan de Aznalfarache
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2001,AM de San Juan de Aznalfarache,2000 - 2001: AM de San Juan de Aznalfarache
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2002,CCTT Veracruz (Los Palacios),2002 - 2004: CCTT Veracruz (Los Palacios)
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2003,CCTT Veracruz (Los Palacios),2002 - 2004: CCTT Veracruz (Los Palacios)
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2004,CCTT Veracruz (Los Palacios),2002 - 2004: CCTT Veracruz (Los Palacios)
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2005,CCTT Presentacion al Pueblo de Dos Hermanas,2005 - 2009: CCTT Presentacion al Pueblo de Dos Hermanas
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2006,CCTT Presentacion al Pueblo de Dos Hermanas,2005 - 2009: CCTT Presentacion al Pueblo de Dos Hermanas
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2007,CCTT Presentacion al Pueblo de Dos Hermanas,2005 - 2009: CCTT Presentacion al Pueblo de Dos Hermanas
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2008,CCTT Presentacion al Pueblo de Dos Hermanas,2005 - 2009: CCTT Presentacion al Pueblo de Dos Hermanas
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2009,CCTT Presentacion al Pueblo de Dos Hermanas,2005 - 2009: CCTT Presentacion al Pueblo de Dos Hermanas
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2010,CCTT Ntro. Padre Jesus de la Humildad,2010 - 2013: CCTT Ntro. Padre Jesus de la Humildad
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2011,CCTT Ntro. Padre Jesus de la Humildad,2010 - 2013: CCTT Ntro. Padre Jesus de la Humildad
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2012,CCTT Ntro. Padre Jesus de la Humildad,2010 - 2013: CCTT Ntro. Padre Jesus de la Humildad
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2013,CCTT Ntro. Padre Jesus de la Humildad,2010 - 2013: CCTT Ntro. Padre Jesus de la Humildad
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2014,AM Santa Cecilia,2014 - 2019: AM Santa Cecilia
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2015,AM Santa Cecilia,2014 - 2019: AM Santa Cecilia
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2016,AM Santa Cecilia,2014 - 2019: AM Santa Cecilia
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2017,AM Santa Cecilia,2014 - 2019: AM Santa Cecilia
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2018,AM Santa Cecilia,2014 - 2019: AM Santa Cecilia
foro-2019-josemariumb,Sabado de Pasion,PADRE PIO,Paso de Cristo,2019,AM Santa Cecilia,2014 - 2019: AM Santa Cecilia
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,1995,AM Sta. Maria la Blanca (Los Palacios),1995: AM Sta. Maria la Blanca (Los Palacios)
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,1996,CCTT Centuria Macarena,1996 - 1998: CCTT Centuria Macarena
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,1997,CCTT Centuria Macarena,1996 - 1998: CCTT Centuria Macarena
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,1998,CCTT Centuria Macarena,1996 - 1998: CCTT Centuria Macarena
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,1999,CCTT Jesus Nazareno (Mairena del Alcor),1999 - 2002: CCTT Jesus Nazareno (Mairena del Alcor)
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2000,CCTT Jesus Nazareno (Mairena del Alcor),1999 - 2002: CCTT Jesus Nazareno (Mairena del Alcor)
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2001,CCTT Jesus Nazareno (Mairena del Alcor),1999 - 2002: CCTT Jesus Nazareno (Mairena del Alcor)
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2002,CCTT Jesus Nazareno (Mairena del Alcor),1999 - 2002: CCTT Jesus Nazareno (Mairena del Alcor)
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2003,AM Ntra. Sra. de los Reyes,2003 - 2018: AM Ntra. Sra. de los Reyes
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2004,AM Ntra. Sra. de los Reyes,2003 - 2018: AM Ntra. Sra. de los Reyes
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2005,AM Ntra. Sra. de los Reyes,2003 - 2018: AM Ntra. Sra. de los Reyes
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2006,AM Ntra. Sra. de los Reyes,2003 - 2018: AM Ntra. Sra. de los Reyes
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2007,AM Ntra. Sra. de los Reyes,2003 - 2018: AM Ntra. Sra. de los Reyes
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2008,AM Ntra. Sra. de los Reyes,2003 - 2018: AM Ntra. Sra. de los Reyes
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2009,AM Ntra. Sra. de los Reyes,2003 - 2018: AM Ntra. Sra. de los Reyes
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2010,AM Ntra. Sra. de los Reyes,2003 - 2018: AM Ntra. Sra. de los Reyes
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2011,AM Ntra. Sra. de los Reyes,2003 - 2018: AM Ntra. Sra. de los Reyes
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2012,AM Ntra. Sra. de los Reyes,2003 - 2018: AM Ntra. Sra. de los Reyes
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2013,AM Ntra. Sra. de los Reyes,2003 - 2018: AM Ntra. Sra. de los Reyes
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2014,AM Ntra. Sra. de los Reyes,2003 - 2018: AM Ntra. Sra. de los Reyes
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2015,AM Ntra. Sra. de los Reyes,2003 - 2018: AM Ntra. Sra. de los Reyes
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2016,AM Ntra. Sra. de los Reyes,2003 - 2018: AM Ntra. Sra. de los Reyes
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2017,AM Ntra. Sra. de los Reyes,2003 - 2018: AM Ntra. Sra. de los Reyes
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2018,AM Ntra. Sra. de los Reyes,2003 - 2018: AM Ntra. Sra. de los Reyes
foro-2019-josemariumb,Sabado de Pasion,TORREBLANCA,Paso de misterio,2019,AM Sentencia de Jerez,2019: AM Sentencia de Jerez
foro-2019-josemariumb,Sabado de Pasion,SAN JOSE OBRERO,Paso de Cristo,2013,AM Los Gitanos,2013 - 2019: AM Los Gitanos
foro-2019-josemariumb,Sabado de Pasion,SAN JOSE OBRERO,Paso de Cristo,2014,AM Los Gitanos,2013 - 2019: AM Los Gitanos
foro-2019-josemariumb,Sabado de Pasion,SAN JOSE OBRERO,Paso de Cristo,2015,AM Los Gitanos,2013 - 2019: AM Los Gitanos
foro-2019-josemariumb,Sabado de Pasion,SAN JOSE OBRERO,Paso de Cristo,2016,AM Los Gitanos,2013 - 2019: AM Los Gitanos
foro-2019-josemariumb,Sabado de Pasion,SAN JOSE OBRERO,Paso de Cristo,2017,AM Los Gitanos,2013 - 2019: AM Los Gitanos
foro-2019-josemariumb,Sabado de Pasion,SAN JOSE OBRERO,Paso de Cristo,2018,AM Los Gitanos,2013 - 2019: AM Los Gitanos
foro-2019-josemariumb,Sabado de Pasion,SAN JOSE OBRERO,Paso de Cristo,2019,AM Los Gitanos,2013 - 2019: AM Los Gitanos
foro-2019-josemariumb,Sabado de Pasion,LA MILAGROSA,Paso de Misterio,2008,AM Redencion,2008 - 2019: AM Redencion
foro-2019-josemariumb,Sabado de Pasion,LA MILAGROSA,Paso de Misterio,2009,AM Redencion,2008 - 2019: AM Redencion
foro-2019-josemariumb,Sabado de Pasion,LA MILAGROSA,Paso de Misterio,2010,AM Redencion,2008 - 2019: AM Redencion
foro-2019-josemariumb,Sabado de Pasion,LA MILAGROSA,Paso de Misterio,2011,AM Redencion,2008 - 2019: AM Redencion
foro-2019-josemariumb,Sabado de Pasion,LA MILAGROSA,Paso de Misterio,2012,AM Redencion,2008 - 2019: AM Redencion
foro-2019-josemariumb,Sabado de Pasion,LA MILAGROSA,Paso de Misterio,2013,AM Redencion,2008 - 2019: AM Redencion
foro-2019-josemariumb,Sabado de Pasion,LA MILAGROSA,Paso de Misterio,2014,AM Redencion,2008 - 2019: AM Redencion
foro-2019-josemariumb,Sabado de Pasion,LA MILAGROSA,Paso de Misterio,2015,AM Redencion,2008 - 2019: AM Redencion
foro-2019-josemariumb,Sabado de Pasion,LA MILAGROSA,Paso de Misterio,2016,AM Redencion,2008 - 2019: AM Redencion
foro-2019-josemariumb,Sabado de Pasion,LA MILAGROSA,Paso de Misterio,2017,AM Redencion,2008 - 2019: AM Redencion
foro-2019-josemariumb,Sabado de Pasion,LA MILAGROSA,Paso de Misterio,2018,AM Redencion,2008 - 2019: AM Redencion
foro-2019-josemariumb,Sabado de Pasion,LA MILAGROSA,Paso de Misterio,2019,AM Redencion,2008 - 2019: AM Redencion
foro-2019-josemariumb,Sabado de Pasion,DIVINO PERDON ALCOSA,Paso de Cristo,2001,CCTT Juvenil Tres Caidas,2001: CCTT Juvenil Tres Caidas
foro-2019-josemariumb,Sabado de Pasion,DIVINO PERDON ALCOSA,Paso de Cristo,2002,CCTT Stmo. Cristo de la Sed,2002 - 2003: CCTT Stmo. Cristo de la Sed
foro-2019-josemariumb,Sabado de Pasion,DIVINO PERDON ALCOSA,Paso de Cristo,2003,CCTT Stmo. Cristo de la Sed,2002 - 2003: CCTT Stmo. Cristo de la Sed
foro-2019-josemariumb,Sabado de Pasion,DIVINO PERDON ALCOSA,Paso de Cristo,2004,AM Ntro. Padre Jesus de la Salud,2004 - 2006: AM Ntro. Padre Jesus de la Salud
foro-2019-josemariumb,Sabado de Pasion,DIVINO PERDON ALCOSA,Paso de Cristo,2005,AM Ntro. Padre Jesus de la Salud,2004 - 2006: AM Ntro. Padre Jesus de la Salud
foro-2019-josemariumb,Sabado de Pasion,DIVINO PERDON ALCOSA,Paso de Cristo,2006,AM Ntro. Padre Jesus de la Salud,2004 - 2006: AM Ntro. Padre Jesus de la Salud
foro-2019-josemariumb,Sabado de Pasion,DIVINO PERDON ALCOSA,Paso de Cristo,2007,AM Ntra. Sra. de la Estrella (Dos Hermanas),2007 - 2019: AM Ntra. Sra. de la Estrella (Dos Hermanas)
