hermandad,titular,anio,valor_2019,valor_2026
El Dulce Nombre,Paso de Palio,2009,Sociedad Filarmonica Nuestra Senora de la Oliva de Salteras,Soc. Filarmónica Nuestra Señora de la Oliva de Salteras
El Dulce Nombre,Paso de Palio,2010,Sociedad Filarmonica Nuestra Senora de la Oliva de Salteras,Soc. Filarmónica Nuestra Señora de la Oliva de Salteras
El Dulce Nombre,Paso de Palio,2011,Sociedad Filarmonica Nuestra Senora de la Oliva de Salteras,Soc. Filarmónica Nuestra Señora de la Oliva de Salteras
El Dulce Nombre,Paso de Palio,2012,Sociedad Filarmonica Nuestra Senora de la Oliva de Salteras,Soc. Filarmónica Nuestra Señora de la Oliva de Salteras
El Dulce Nombre,Paso de Palio,2013,Sociedad Filarmonica Nuestra Senora de la Oliva de Salteras,Soc. Filarmónica Nuestra Señora de la Oliva de Salteras
El Dulce Nombre,Paso de Palio,2014,Sociedad Filarmonica Nuestra Senora de la Oliva de Salteras,Soc. Filarmónica Nuestra Señora de la Oliva de Salteras
El Dulce Nombre,Paso de Palio,2015,Sociedad Filarmonica Nuestra Senora de la Oliva de Salteras,Soc. Filarmónica Nuestra Señora de la Oliva de Salteras
El Dulce Nombre,Paso de Palio,2016,Sociedad Filarmonica Nuestra Senora de la Oliva de Salteras,Soc. Filarmónica Nuestra Señora de la Oliva de Salteras
El Dulce Nombre,Paso de Palio,2017,Sociedad Filarmonica Nuestra Senora de la Oliva de Salteras,Soc. Filarmónica Nuestra Señora de la Oliva de Salteras
El Dulce Nombre,Paso de Palio,2018,Sociedad Filarmonica Nuestra Senora de la Oliva de Salteras,Soc. Filarmónica Nuestra Señora de la Oliva de Salteras
El Dulce Nombre,Paso de Palio,2019,Sociedad Filarmonica Nuestra Senora de la Oliva de Salteras,Soc. Filarmónica Nuestra Señora de la Oliva de Salteras
Santa Cruz,Paso de Palio,1985,BM Ntra. Sra. Del Aguila de Alcala de Guadaira,BM Ntra. Sra. Del Águila de Alcala de Guadaira
Santa Cruz,Paso de Palio,1986,BM Ntra. Sra. Del Aguila de Alcala de Guadaira,BM Ntra. Sra. Del Águila de Alcala de Guadaira
