LOCALIDAD,DIA,DIA_ORDEN,ORDEN_PAGINA,HERMANDAD,ETIQUETA_RAW,TIPO_NORMALIZADO,BANDA_TEXTO,BANDA_URL,ES_CCTT_AM
Malaga,Domingo de Ramos,3,5,Humildad y Paciencia,Trono de Cristo,cristo,Banda de Cornetas y Tambores Nuestra Señora del Carmen de Málaga,https://musicofrades.com/directorio/1082-banda-de-cornetas-y-tambores-nuestra-senora-del-carmen-de-malaga/,True
Malaga,Domingo de Ramos,3,5,Humildad y Paciencia,Trono de Virgen,virgen,Banda de Música Cruz del Humilladero de Málaga,https://musicofrades.com/directorio/961-banda-de-musica-cruz-del-humilladero-de-malaga/,False
Malaga,Domingo de Ramos,3,6,Humidad,Trono de Cristo,cristo,Banda de Cornetas y Tambores Paso y Esperanza de Málaga,https://musicofrades.com/directorio/899-banda-de-cornetas-y-tambores-paso-y-esperanza-de-malaga/,True
Malaga,Domingo de Ramos,3,6,Humidad,Trono de Virgen,virgen,Banda de Música Santa Cecilia de Málaga,https://musicofrades.com/directorio/1832-banda-de-musica-santa-cecilia-de-malaga/,False
Malaga,Domingo de Ramos,3,7,Huerto,Trono del Cristo,cristo,Agrupación Musical Jesús Cautivo de Estepona,https://musicofrades.com/directorio/968-agrupacion-musical-jesus-cautivo-de-estepona/,True
Malaga,Domingo de Ramos,3,7,Huerto,Trono de Virgen,virgen,Banda de Música Vera+Cruz de Almogía,https://musicofrades.com/directorio/487-banda-de-musica-veracruz-de-almogia/,False
Malaga,Domingo de Ramos,3,8,Salud,Trono de Cristo,cristo,Banda de Cornetas y Tambores Nuestro Padre Jesús Cautivo de Málaga,https://musicofrades.com/directorio/1188-banda-de-cornetas-y-tambores-nuestro-padre-jesus-cautivo-de-malaga/,True
Malaga,Domingo de Ramos,3,8,Salud,Trono de Virgen,virgen,Banda de Música de la Hermandad de Zamarrilla de Málaga,https://musicofrades.com/directorio/909-banda-de-musica-de-la-hermandad-de-zamarrilla-de-malaga/,False
Malaga,Domingo de Ramos,3,9,Prendimiento,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores del Real Cuerpo de Bomberos de Málaga,https://musicofrades.com/directorio/2-banda-de-cornetas-y-tambores-del-real-cuerpo-de-bomberos-de-malaga/,True
Malaga,Domingo de Ramos,3,9,Prendimiento,Trono de Cristo,cristo,Agrupación Musical Virgen de Gracia de Archidona,https://musicofrades.com/directorio/1207-agrupacion-musical-virgen-de-gracia-de-archidona/,True
Malaga,Domingo de Ramos,3,9,Prendimiento,Trono de Virgen,virgen,Banda de Música Virgen del Rocío de Málaga,https://musicofrades.com/directorio/1247-banda-de-musica-virgen-del-rocio-de-malaga/,False
Malaga,Lunes Santo,4,1,Crucifixión,Trono de Cristo,cristo,Banda de Cornetas y Tambores Nuestra Señora del Carmen de Málaga,https://musicofrades.com/directorio/1082-banda-de-cornetas-y-tambores-nuestra-senora-del-carmen-de-malaga/,True
Malaga,Lunes Santo,4,1,Crucifixión,Trono de Virgen,virgen,Banda de Música Nuestro Padre Jesús Nazareno de Almogía,https://musicofrades.com/directorio/436-banda-de-musica-nuestro-padre-jesus-nazareno-de-almogia/,False
Malaga,Lunes Santo,4,2,Pasión,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Nuestro Padre Jesús Nazareno de Almogía,https://musicofrades.com/directorio/423-banda-de-cornetas-y-tambores-nuestro-padre-jesus-nazareno-de-almogia/,True
Malaga,Lunes Santo,4,2,Pasión,Trono de Cristo,cristo,Banda de Cornetas y Tambores Paso y Esperanza de Málaga,https://musicofrades.com/directorio/899-banda-de-cornetas-y-tambores-paso-y-esperanza-de-malaga/,True
Malaga,Lunes Santo,4,2,Pasión,Trono de Virgen,virgen,Banda de Música Municipal de Arahal,https://musicofrades.com/directorio/937-banda-de-musica-municipal-de-arahal/,False
Malaga,Lunes Santo,4,3,Columna,Trono de Cristo,cristo,Banda de Cornetas y Tambores Nuestro Padre Jesús de la Columna y María Santísima de la O – Los Gitanos – de Málaga,https://musicofrades.com/directorio/1397-banda-de-cornetas-y-tambores-nuestro-padre-jesus-de-la-columna-y-maria-santisima-de-la-o-los-gitanos-de-malaga/,True
Malaga,Lunes Santo,4,3,Columna,Trono de Virgen,virgen,Banda de Música de la Hermandad de Zamarrilla de Málaga,https://musicofrades.com/directorio/909-banda-de-musica-de-la-hermandad-de-zamarrilla-de-malaga/,False
Malaga,Lunes Santo,4,4,Dolores del Puente,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Flor entre Espinas de Loja,https://musicofrades.com/directorio/1183-banda-de-cornetas-y-tambores-flor-entre-espinas-de-loja/,True
Malaga,Lunes Santo,4,4,Dolores del Puente,Trono de Cristo,cristo,Banda de Música Santa Cecilia de Málaga,https://musicofrades.com/directorio/1832-banda-de-musica-santa-cecilia-de-malaga/,False
Malaga,Lunes Santo,4,4,Dolores del Puente,Trono de Virgen,virgen,Banda de Música Maestro Eloy García de la Archicofradía de la Expiración de Málaga,https://musicofrades.com/directorio/1401-banda-de-musica-maestro-eloy-garcia-de-la-archicofradia-de-la-expiracion-de-malaga/,False
Malaga,Lunes Santo,4,5,Cautivo,Trono de Cristo,cristo,Banda de Cornetas y Tambores Nuestro Padre Jesús Cautivo de Málaga,https://musicofrades.com/directorio/1188-banda-de-cornetas-y-tambores-nuestro-padre-jesus-cautivo-de-malaga/,True
Malaga,Lunes Santo,4,5,Cautivo,Cruz de Guía (Sección de la Virgen),dudoso,Banda de Cornetas y Tambores del Real Cuerpo de Bomberos de Málaga,https://musicofrades.com/directorio/2-banda-de-cornetas-y-tambores-del-real-cuerpo-de-bomberos-de-malaga/,True
Malaga,Lunes Santo,4,5,Cautivo,Trono de Virgen,virgen,Banda de Música Sinfónica Virgen de la Trinidad de Málaga,https://musicofrades.com/directorio/1127-banda-de-musica-sinfonica-virgen-de-la-trinidad-de-malaga/,False
Malaga,Lunes Santo,4,6,Estudiantes,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Dolores Coronada de Álora,https://musicofrades.com/directorio/1014-banda-de-cornetas-y-tambores-dolores-coronada-de-alora/,True
Malaga,Lunes Santo,4,6,Estudiantes,Trono de Cristo,cristo,Banda de Música Nuestra Señora de la Soledad de Mena de Málaga,https://musicofrades.com/directorio/1370-banda-de-musica-nuestra-senora-de-la-soledad-de-mena-de-malaga/,False
Malaga,Lunes Santo,4,6,Estudiantes,Trono de Virgen,virgen,Banda de Música Nuestra Señora de la Paz de Málaga,https://musicofrades.com/directorio/938-banda-de-musica-nuestra-senora-de-la-paz-de-malaga/,False
Malaga,Martes Santo,5,1,Rocío,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Suspiros de Pasión de Alameda,https://musicofrades.com/directorio/1120-banda-de-cornetas-y-tambores-suspiros-de-pasion-de-alameda/,True
Malaga,Martes Santo,5,1,Rocío,Trono de Cristo,cristo,Agrupación Musical Santísimo Cristo de la Vera Cruz de Campillos,https://musicofrades.com/directorio/420-agrupacion-musical-santisimo-cristo-de-la-vera-cruz-de-campillos/,True
Malaga,Martes Santo,5,1,Rocío,Trono de Virgen,virgen,Banda de Música Virgen del Rocío de Málaga,https://musicofrades.com/directorio/1247-banda-de-musica-virgen-del-rocio-de-malaga/,False
Malaga,Martes Santo,5,2,Penas,Trono de Cristo,cristo,Banda de Cornetas y Tambores Paso y Esperanza de Málaga,https://musicofrades.com/directorio/899-banda-de-cornetas-y-tambores-paso-y-esperanza-de-malaga/,True
Malaga,Martes Santo,5,2,Penas,Trono de Virgen,virgen,Banda de Música Nuestra Señora de la Paz de Málaga,https://musicofrades.com/directorio/938-banda-de-musica-nuestra-senora-de-la-paz-de-malaga/,False
Malaga,Martes Santo,5,3,Nueva Esperanza,Trono de Cristo,cristo,Agrupación Musical Jesús Cautivo de Estepona,https://musicofrades.com/directorio/968-agrupacion-musical-jesus-cautivo-de-estepona/,True
Malaga,Martes Santo,5,3,Nueva Esperanza,Trono de Virgen,virgen,Banda de Música de la Hermandad de Zamarrilla de Málaga,https://musicofrades.com/directorio/909-banda-de-musica-de-la-hermandad-de-zamarrilla-de-malaga/,False
Malaga,Martes Santo,5,4,Estrella,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores del Real Cuerpo de Bomberos de Málaga,https://musicofrades.com/directorio/2-banda-de-cornetas-y-tambores-del-real-cuerpo-de-bomberos-de-malaga/,True
Malaga,Martes Santo,5,4,Estrella,Trono de Cristo,cristo,Banda de Cornetas y Tambores Nuestra Señora del Carmen de Málaga,https://musicofrades.com/directorio/1082-banda-de-cornetas-y-tambores-nuestra-senora-del-carmen-de-malaga/,True
Malaga,Martes Santo,5,4,Estrella,Trono de Virgen,virgen,Banda de Música Sinfónica Virgen de la Trinidad de Málaga,https://musicofrades.com/directorio/1127-banda-de-musica-sinfonica-virgen-de-la-trinidad-de-malaga/,False
Malaga,Martes Santo,5,5,Rescate,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Vera-Cruz de Almogía,https://musicofrades.com/directorio/471-banda-de-cornetas-y-tambores-vera-cruz-de-almogia/,True
Malaga,Martes Santo,5,5,Rescate,Trono de Cristo,cristo,Agrupación Musical Santa Cruz de Huelva,https://musicofrades.com/directorio/973-agrupacion-musical-santa-cruz-de-huelva/,True
Malaga,Martes Santo,5,5,Rescate,Trono de Virgen,virgen,Banda de Música Cruz del Humilladero de Málaga,https://musicofrades.com/directorio/961-banda-de-musica-cruz-del-humilladero-de-malaga/,False
Malaga,Martes Santo,5,6,Sentencia,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Nuestro Padre Jesús Nazareno de Almogía,https://musicofrades.com/directorio/423-banda-de-cornetas-y-tambores-nuestro-padre-jesus-nazareno-de-almogia/,True
Malaga,Martes Santo,5,6,Sentencia,Tronos de Cristo,dudoso,Agrupación Musical San Lorenzo Mártir de Málaga,https://musicofrades.com/directorio/1134-agrupacion-musical-san-lorenzo-martir-de-malaga/,True
Malaga,Martes Santo,5,6,Sentencia,Trono de Virgen,virgen,Banda de Música Nuestra Señora de la Soledad de Mena de Málaga,https://musicofrades.com/directorio/1370-banda-de-musica-nuestra-senora-de-la-soledad-de-mena-de-malaga/,False
Malaga,Miércoles Santo,6,1,Fusionadas,Cruz de Guía,cruz_guia,Agrupación Musical de las Reales Cofradías Fusionadas de San Juan de Málaga,https://musicofrades.com/directorio/1833-agrupacion-musical-de-las-reales-cofradias-fusionadas-de-san-juan-de-malaga/,True
Malaga,Miércoles Santo,6,1,Fusionadas,Trono de Azotes y Columna,dudoso,Agrupación Musical Jesús Cautivo de Estepona,https://musicofrades.com/directorio/968-agrupacion-musical-jesus-cautivo-de-estepona/,True
Malaga,Miércoles Santo,6,1,Fusionadas,Trono de Exaltación,dudoso,Banda de Cornetas y Tambores Coronación de Campillos,https://musicofrades.com/directorio/1048-banda-de-cornetas-y-tambores-coronacion-de-campillos/,True
Malaga,Miércoles Santo,6,1,Fusionadas,Trono de Ánimas y Ciegos,dudoso,,,False
Malaga,Miércoles Santo,6,1,Fusionadas,Trono de Virgen,virgen,Banda de Música de la Archicofradía del Paso y la Esperanza de Málaga,https://musicofrades.com/directorio/716-banda-de-musica-de-la-archicofradia-del-paso-y-la-esperanza-de-malaga/,False
Malaga,Miércoles Santo,6,2,Mediadora,Trono de Cristo,cristo,Banda de Cornetas y Tambores Paso y Esperanza de Málaga,https://musicofrades.com/directorio/899-banda-de-cornetas-y-tambores-paso-y-esperanza-de-malaga/,True
Malaga,Miércoles Santo,6,2,Mediadora,Trono de Virgen,virgen,Banda de Música Cruz del Humilladero de Málaga,https://musicofrades.com/directorio/961-banda-de-musica-cruz-del-humilladero-de-malaga/,False
Malaga,Miércoles Santo,6,3,Salesianos,Trono de Cristo,cristo,Banda de Cornetas y Tambores Nuestro Padre Jesús Cautivo de Málaga,https://musicofrades.com/directorio/1188-banda-de-cornetas-y-tambores-nuestro-padre-jesus-cautivo-de-malaga/,True
Malaga,Miércoles Santo,6,4,Sangre,Trono de Cristo,cristo,Agrupación Musical Santísimo Cristo de la Vera Cruz de Campillos,https://musicofrades.com/directorio/420-agrupacion-musical-santisimo-cristo-de-la-vera-cruz-de-campillos/,True
Malaga,Miércoles Santo,6,4,Sangre,Trono de Virgen,virgen,Banda de Música de la Hermandad de Zamarrilla de Málaga,https://musicofrades.com/directorio/909-banda-de-musica-de-la-hermandad-de-zamarrilla-de-malaga/,False
Malaga,Miércoles Santo,6,5,Rico,Trono de Cristo,cristo,Banda de Música Sinfónica Virgen de la Trinidad de Málaga,https://musicofrades.com/directorio/1127-banda-de-musica-sinfonica-virgen-de-la-trinidad-de-malaga/,False
Malaga,Miércoles Santo,6,5,Rico,Trono de Virgen,virgen,Banda de Música Nuestra Señora de la Soledad de Mena de Málaga,https://musicofrades.com/directorio/1370-banda-de-musica-nuestra-senora-de-la-soledad-de-mena-de-malaga/,False
Malaga,Miércoles Santo,6,6,Paloma,Trono de Cristo,cristo,Banda de Cornetas y Tambores Nuestra Señora del Carmen de Málaga,https://musicofrades.com/directorio/1082-banda-de-cornetas-y-tambores-nuestra-senora-del-carmen-de-malaga/,True
Malaga,Miércoles Santo,6,6,Paloma,Trono de Virgen,virgen,Banda de Música Santa Vera Cruz – La Pepa – de Alhaurín el Grande,https://musicofrades.com/directorio/410-banda-de-musica-santa-vera-cruz-la-pepa-de-alhaurin-el-grande/,False
Malaga,Miércoles Santo,6,7,Expiración,Cruz de Guía,cruz_guia,,,False
Malaga,Miércoles Santo,6,7,Expiración,Trono de Cristo,cristo,,,False
Malaga,Miércoles Santo,6,7,Expiración,Trono de Virgen,virgen,Banda de Música Maestro Eloy García de la Archicofradía de la Expiración de Málaga,https://musicofrades.com/directorio/1401-banda-de-musica-maestro-eloy-garcia-de-la-archicofradia-de-la-expiracion-de-malaga/,False
Malaga,Jueves Santo,7,1,Cena,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Lágrimas de Dolores de Churriana,,True
Malaga,Jueves Santo,7,1,Cena,Trono de Cristo,cristo,Agrupación Musical Nuestra Señora de la Estrella de Dos Hermanas,https://musicofrades.com/directorio/305-agrupacion-musical-nuestra-senora-de-la-estrella-de-dos-hermanas/,True
Malaga,Jueves Santo,7,1,Cena,Trono de Virgen,virgen,Banda de Música Nuestra Señora de la Paz de Málaga,https://musicofrades.com/directorio/938-banda-de-musica-nuestra-senora-de-la-paz-de-malaga/,False
Malaga,Jueves Santo,7,2,Santa Cruz,Trono de Virgen,virgen,Banda de Música Maestro Eloy García de la Archicofradía de la Expiración de Málaga,https://musicofrades.com/directorio/1401-banda-de-musica-maestro-eloy-garcia-de-la-archicofradia-de-la-expiracion-de-malaga/,False
Malaga,Jueves Santo,7,3,Viñeros,Trono de Cristo,cristo,Agrupación Musical San Lorenzo Mártir de Málaga,https://musicofrades.com/directorio/1134-agrupacion-musical-san-lorenzo-martir-de-malaga/,True
Malaga,Jueves Santo,7,3,Viñeros,Trono de Virgen,virgen,Banda de Música de la Asociación Musical Santa Cecilia de Sorbas,https://musicofrades.com/directorio/456-banda-de-musica-de-la-asociacion-musical-santa-cecilia-de-sorbas/,True
Malaga,Jueves Santo,7,4,Vera+Cruz,Trono de Cristo,cristo,Banda de Música Sinfónica Virgen de la Trinidad de Málaga,https://musicofrades.com/directorio/1127-banda-de-musica-sinfonica-virgen-de-la-trinidad-de-malaga/,False
Malaga,Jueves Santo,7,5,Zamarrilla,Cruz de Guía,cruz_guia,,,False
Malaga,Jueves Santo,7,5,Zamarrilla,Trono de Cristo,cristo,Banda de Cornetas y Tambores Nuestro Padre Jesús Cautivo de Málaga,https://musicofrades.com/directorio/1188-banda-de-cornetas-y-tambores-nuestro-padre-jesus-cautivo-de-malaga/,True
Malaga,Jueves Santo,7,5,Zamarrilla,Trono de Virgen,virgen,Banda de Música de la Hermandad de Zamarrilla de Málaga,https://musicofrades.com/directorio/909-banda-de-musica-de-la-hermandad-de-zamarrilla-de-malaga/,False
Malaga,Jueves Santo,7,6,Mena,Cruz de Guía,cruz_guia,,,False
Malaga,Jueves Santo,7,6,Mena,Trono de Cristo,cristo,,,False
Malaga,Jueves Santo,7,6,Mena,Trono de Virgen,virgen,Banda de Música Nuestra Señora de la Soledad de Mena de Málaga,https://musicofrades.com/directorio/1370-banda-de-musica-nuestra-senora-de-la-soledad-de-mena-de-malaga/,False
Malaga,Jueves Santo,7,7,Misericordia,Trono de Cristo,cristo,Banda de Cornetas y Tambores Nuestra Señora del Carmen de Málaga,https://musicofrades.com/directorio/1082-banda-de-cornetas-y-tambores-nuestra-senora-del-carmen-de-malaga/,True
Malaga,Jueves Santo,7,7,Misericordia,Trono de Virgen,virgen,Banda de Música Cruz del Humilladero de Málaga,https://musicofrades.com/directorio/961-banda-de-musica-cruz-del-humilladero-de-malaga/,False
Malaga,Jueves Santo,7,8,Esperanza,Trono de Cristo,cristo,Banda de Cornetas y Tambores Paso y Esperanza de Málaga,https://musicofrades.com/directorio/899-banda-de-cornetas-y-tambores-paso-y-esperanza-de-malaga/,True
Malaga,Jueves Santo,7,8,Esperanza,Trono de Virgen,virgen,Banda de Música de la Archicofradía del Paso y la Esperanza de Málaga,https://musicofrades.com/directorio/716-banda-de-musica-de-la-archicofradia-del-paso-y-la-esperanza-de-malaga/,False
Malaga,Viernes Santo,8,1,Monte Calvario,Trono de Cristo,cristo,Banda de Música Santa Cecilia de Málaga,https://musicofrades.com/directorio/1832-banda-de-musica-santa-cecilia-de-malaga/,False
Malaga,Viernes Santo,8,1,Monte Calvario,Trono de Virgen,virgen,Banda de Música Nuestra Señora de la Paz de Málaga,https://musicofrades.com/directorio/938-banda-de-musica-nuestra-senora-de-la-paz-de-malaga/,False
Malaga,Viernes Santo,8,2,Descendimiento,Trono de Cristo,cristo,Banda de Música Cruz del Humilladero de Málaga,https://musicofrades.com/directorio/961-banda-de-musica-cruz-del-humilladero-de-malaga/,False
Malaga,Viernes Santo,8,2,Descendimiento,Trono de Virgen,virgen,Banda de Música Maestro Eloy García de la Archicofradía de la Expiración de Málaga,https://musicofrades.com/directorio/1401-banda-de-musica-maestro-eloy-garcia-de-la-archicofradia-de-la-expiracion-de-malaga/,False
Malaga,Viernes Santo,8,3,Amor y Caridad,Trono de Cristo,cristo,Banda de Cornetas y Tambores Paso y Esperanza de Málaga,https://musicofrades.com/directorio/899-banda-de-cornetas-y-tambores-paso-y-esperanza-de-malaga/,True
Malaga,Viernes Santo,8,3,Amor y Caridad,Trono de Virgen,virgen,Banda de Música Virgen del Rocío de Málaga,https://musicofrades.com/directorio/1247-banda-de-musica-virgen-del-rocio-de-malaga/,False
Malaga,Viernes Santo,8,4,Dolores de San Juan,Trono de Cristo,cristo,Capilla Musical,,False
Malaga,Viernes Santo,8,4,Dolores de San Juan,Trono de Virgen,virgen,Capilla Musical,,False
Malaga,Viernes Santo,8,5,Santo Traslado,Trono de Cristo,cristo,Banda de Cornetas y Tambores Nuestro Padre Jesús Cautivo de Málaga,https://musicofrades.com/directorio/1188-banda-de-cornetas-y-tambores-nuestro-padre-jesus-cautivo-de-malaga/,True
Malaga,Viernes Santo,8,5,Santo Traslado,Trono de la Virgen,virgen,Banda de Música Sinfónica Virgen de la Trinidad de Málaga,https://musicofrades.com/directorio/1127-banda-de-musica-sinfonica-virgen-de-la-trinidad-de-malaga/,False
Malaga,Viernes Santo,8,6,Piedad,Trono de Cristo y Virgen,dudoso,Banda de Música de la Hermandad de Zamarrilla de Málaga,https://musicofrades.com/directorio/909-banda-de-musica-de-la-hermandad-de-zamarrilla-de-malaga/,False
Malaga,Viernes Santo,8,7,Sepulcro,Trono de Cristo,cristo,Banda de Música Municipal de Málaga,https://musicofrades.com/directorio/62-banda-de-musica-municipal-de-malaga/,False
Malaga,Viernes Santo,8,7,Sepulcro,Trono de Virgen,virgen,Banda de Música de la Archicofradía del Paso y la Esperanza de Málaga,https://musicofrades.com/directorio/716-banda-de-musica-de-la-archicofradia-del-paso-y-la-esperanza-de-malaga/,False
Malaga,Viernes Santo,8,8,Servitas,Trono de Virgen,virgen,Banda de Cornetas y Tambores del Real Cuerpo de Bomberos de Málaga,https://musicofrades.com/directorio/2-banda-de-cornetas-y-tambores-del-real-cuerpo-de-bomberos-de-malaga/,True
Malaga,Domingo de Resurrección,9,1,Resucitado,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Lágrimas de Dolores de Churriana,,True
Malaga,Domingo de Resurrección,9,1,Resucitado,Trono de Cristo,cristo,Banda de Cornetas y Tambores Nuestra Señora del Carmen de Málaga,https://musicofrades.com/directorio/1082-banda-de-cornetas-y-tambores-nuestra-senora-del-carmen-de-malaga/,True
Malaga,Domingo de Resurrección,9,1,Resucitado,Trono de Virgen,virgen,Banda de Música Nuestra Señora de la Paz de Málaga,https://musicofrades.com/directorio/938-banda-de-musica-nuestra-senora-de-la-paz-de-malaga/,False
Jerez de la Frontera,Sábado de Pasión,1,1,Prendimiento de Torrecera,Paso de Misterio,cristo,Agrupación Musical Sagrada Resurrección de Sanlúcar de Barrameda,https://musicofrades.com/directorio/1155-agrupacion-musical-sagrada-resurreccion-de-sanlucar-de-barrameda/,True
Jerez de la Frontera,Sábado de Pasión,1,2,Cautivo del Portal,Paso de Misterio,cristo,Agrupación Musical Santa Ángela de la Cruz de Las Cabezas de San Juan,https://musicofrades.com/directorio/1256-agrupacion-musical-santa-angela-de-la-cruz-de-las-cabezas-de-san-juan/,True
Jerez de la Frontera,Sábado de Pasión,1,3,Humildad de Barbadillo,Paso de Misterio,cristo,Agrupación Musical Nuestra Señora de Valme de Dos Hermanas,https://musicofrades.com/directorio/1040-agrupacion-musical-nuestra-senora-de-valme-de-dos-hermanas/,True
Jerez de la Frontera,Sábado de Pasión,1,4,Entrega de Guadalcacín,Paso de Misterio,cristo,Banda de Cornetas y Tambores Santísimo Cristo de la Caridad – Santa Marta – de Jerez de la Frontera,https://musicofrades.com/directorio/374-banda-de-cornetas-y-tambores-santisimo-cristo-de-la-caridad-santa-marta-de-jerez-de-la-frontera/,True
Jerez de la Frontera,Domingo de Ramos,2,1,La Borriquita,Paso de Misterio,cristo,Banda de Cornetas y Tambores Santísimo Cristo de la Vera-Cruz de Los Palacios y Villafranca,https://musicofrades.com/directorio/843-banda-de-cornetas-y-tambores-santisimo-cristo-de-la-vera-cruz-de-los-palacios-y-villafranca/,True
Jerez de la Frontera,Domingo de Ramos,2,1,La Borriquita,Paso de Palio,virgen,Banda de Música Municipal Maestro Enrique Galán de Rota,https://musicofrades.com/directorio/276-banda-de-musica-municipal-maestro-enrique-galan-de-rota/,False
Jerez de la Frontera,Domingo de Ramos,2,2,Pasión,Paso de Misterio,cristo,Banda de Cornetas y Tambores Amor y Sacrificio de Lebrija,https://musicofrades.com/directorio/1182-banda-de-cornetas-y-tambores-amor-y-sacrificio-de-lebrija/,True
Jerez de la Frontera,Domingo de Ramos,2,3,El Perdón,Paso de Misterio,cristo,Banda de Cornetas y Tambores Santísimo Cristo de los Remedios de Castilleja de la Cuesta,https://musicofrades.com/directorio/375-banda-de-cornetas-y-tambores-santisimo-cristo-de-los-remedios-de-castilleja-de-la-cuesta/,True
Jerez de la Frontera,Domingo de Ramos,2,3,El Perdón,Paso de Palio,virgen,Banda de Música Virgen del Castillo de Lebrija,https://musicofrades.com/directorio/787-banda-de-musica-virgen-del-castillo-de-lebrija/,False
Jerez de la Frontera,Domingo de Ramos,2,4,El Transporte,Paso de Misterio,cristo,Banda de Cornetas y Tambores de la Centuria Romana Macarena de Sevilla,https://musicofrades.com/directorio/153-banda-de-cornetas-y-tambores-de-la-centuria-romana-macarena-de-sevilla/,True
Jerez de la Frontera,Domingo de Ramos,2,4,El Transporte,Paso de Palio,virgen,Banda de Música Santa Ana de Dos Hermanas,https://musicofrades.com/directorio/386-banda-de-musica-santa-ana-de-dos-hermanas/,False
Jerez de la Frontera,Domingo de Ramos,2,5,La Coronación,Paso de Misterio,cristo,Agrupación Musical La Sentencia de Jerez de la Frontera,https://musicofrades.com/directorio/794-agrupacion-musical-la-sentencia-de-jerez-de-la-frontera/,True
Jerez de la Frontera,Domingo de Ramos,2,5,La Coronación,Paso de Palio,virgen,Banda de Música Maestro Dueñas de El Puerto de Santa María,https://musicofrades.com/directorio/48-banda-de-musica-maestro-duenas-de-el-puerto-de-santa-maria/,False
Jerez de la Frontera,Domingo de Ramos,2,6,Las Angustias,Paso de Virgen,virgen,Escolanía,,False
Jerez de la Frontera,Lunes Santo,3,1,Cristo de la Sed,Paso de Cristo,cristo,Banda de Cornetas y Tambores Coronación de Campillos,https://musicofrades.com/directorio/1048-banda-de-cornetas-y-tambores-coronacion-de-campillos/,True
Jerez de la Frontera,Lunes Santo,3,2,La Paz de Fátima,Paso de Misterio,cristo,Agrupación Musical La Sentencia de Jerez de la Frontera,https://musicofrades.com/directorio/794-agrupacion-musical-la-sentencia-de-jerez-de-la-frontera/,True
Jerez de la Frontera,Lunes Santo,3,2,La Paz de Fátima,Paso de Palio,virgen,Banda de Música de la Asociación Musical Ecijana – AMUECI – de Écija,https://musicofrades.com/directorio/401-banda-de-musica-de-la-asociacion-musical-ecijana-amueci-de-ecija/,True
Jerez de la Frontera,Lunes Santo,3,3,La Candelaria,Paso de Misterio,cristo,Agrupación Musical Lágrimas de Dolores de San Fernando,https://musicofrades.com/directorio/735-agrupacion-musical-lagrimas-de-dolores-de-san-fernando/,True
Jerez de la Frontera,Lunes Santo,3,3,La Candelaria,Paso de Palio,virgen,Banda de Música Virgen del Castillo de Lebrija,https://musicofrades.com/directorio/787-banda-de-musica-virgen-del-castillo-de-lebrija/,False
Jerez de la Frontera,Lunes Santo,3,4,La Cena,Paso de Misterio,cristo,Agrupación Musical Nuestra Señora de la Estrella de Dos Hermanas,https://musicofrades.com/directorio/305-agrupacion-musical-nuestra-senora-de-la-estrella-de-dos-hermanas/,True
Jerez de la Frontera,Lunes Santo,3,4,La Cena,Paso de Palio,virgen,Banda de Música Nuestro Padre Jesús Nazareno de Rota,https://musicofrades.com/directorio/823-banda-de-musica-nuestro-padre-jesus-nazareno-de-rota/,False
Jerez de la Frontera,Lunes Santo,3,5,Amor y Sacrificio,Paso de Virgen,virgen,Silencio,,False
Jerez de la Frontera,Lunes Santo,3,6,La Viga,Paso de Cristo,cristo,Capilla Musical,,False
Jerez de la Frontera,Lunes Santo,3,6,La Viga,Paso de Palio,virgen,Banda de Música de la Asociación Cultural Maestro Agripino Lozano de San Fernando,https://musicofrades.com/directorio/281-banda-de-musica-de-la-asociacion-cultural-maestro-agripino-lozano-de-san-fernando/,False
Jerez de la Frontera,Martes Santo,4,1,Bondad y Misericordia,Paso de Misterio,cristo,Agrupación Musical San Juan de Jerez de la Frontera,https://musicofrades.com/directorio/355-agrupacion-musical-san-juan-de-jerez-de-la-frontera/,True
Jerez de la Frontera,Martes Santo,4,2,La Salvación,Paso de Misterio,cristo,Agrupación Musical Polillas de Cádiz,https://musicofrades.com/directorio/668-agrupacion-musical-polillas-de-cadiz/,True
Jerez de la Frontera,Martes Santo,4,3,La Clemencia,Paso de Misterio,cristo,Agrupación Musical Santísimo Cristo de la Clemencia de Jerez de la Frontera,https://musicofrades.com/directorio/1360-agrupacion-musical-santisimo-cristo-de-la-clemencia-de-jerez-de-la-frontera/,True
Jerez de la Frontera,Martes Santo,4,3,La Clemencia,Paso de Palio,virgen,Banda de Música Municipal de Gerena,https://musicofrades.com/directorio/541-banda-de-musica-municipal-de-gerena/,False
Jerez de la Frontera,Martes Santo,4,4,Salud de San Rafael,Paso de Misterio,cristo,Agrupación Musical La Sentencia de Jerez de la Frontera,https://musicofrades.com/directorio/794-agrupacion-musical-la-sentencia-de-jerez-de-la-frontera/,True
