LOCALIDAD,DIA,DIA_ORDEN,ORDEN_PAGINA,HERMANDAD,ETIQUETA_RAW,TIPO_NORMALIZADO,BANDA_TEXTO,BANDA_URL,ES_CCTT_AM
Sevilla,Martes Santo,5,2,San Benito,Paso de Misterio,cristo,Agrupación Musical Nuestra Señora de la Encarnación – San Benito – de Sevilla,https://musicofrades.com/directorio/645-agrupacion-musical-nuestra-senora-de-la-encarnacion-san-benito-de-sevilla/,True
Sevilla,Martes Santo,5,2,San Benito,Paso de Cristo,cristo,Banda de Cornetas y Tambores Santísimo Cristo de la Sangre – San Benito – de Sevilla,https://musicofrades.com/directorio/712-banda-de-cornetas-y-tambores-santisimo-cristo-de-la-sangre-san-benito-de-sevilla/,True
Sevilla,Martes Santo,5,2,San Benito,Paso de Palio,virgen,Banda de Música Municipal de La Puebla del Río,https://musicofrades.com/directorio/728-banda-de-musica-municipal-de-la-puebla-del-rio/,False
Sevilla,Martes Santo,5,3,El Dulce Nombre,Paso de Misterio,cristo,Banda de Cornetas y Tambores Nuestra Señora de la Victoria – Las Cigarreras – de Sevilla,https://musicofrades.com/directorio/372-banda-de-cornetas-y-tambores-nuestra-senora-de-la-victoria-las-cigarreras-de-sevilla/,True
Sevilla,Martes Santo,5,3,El Dulce Nombre,Paso de Palio,virgen,Banda de Música de la Sociedad Filarmónica Nuestra Señora de la Oliva de Salteras,https://musicofrades.com/directorio/187-banda-de-musica-de-la-sociedad-filarmonica-nuestra-senora-de-la-oliva-de-salteras/,False
Sevilla,Martes Santo,5,4,La Candelaria,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Juvenil de la Centuria Romana Macarena de Sevilla,https://musicofrades.com/directorio/705-banda-de-cornetas-y-tambores-juvenil-de-la-centuria-romana-macarena-de-sevilla/,True
Sevilla,Martes Santo,5,4,La Candelaria,Paso de Misterio,cristo,Banda de Cornetas y Tambores Santísimo Cristo de las Tres Caídas – Esperanza de Triana – de Sevilla,https://musicofrades.com/directorio/397-banda-de-cornetas-y-tambores-santisimo-cristo-de-las-tres-caidas-esperanza-de-triana-de-sevilla/,True
Sevilla,Martes Santo,5,4,La Candelaria,Paso de Palio,virgen,Banda de Música de la Cruz Roja de Sevilla,https://musicofrades.com/directorio/288-banda-de-musica-de-la-cruz-roja-de-sevilla/,False
Sevilla,Martes Santo,5,5,San Esteban,Paso de Misterio,cristo,Agrupación Musical Virgen de los Reyes de Sevilla,https://musicofrades.com/directorio/702-agrupacion-musical-virgen-de-los-reyes-de-sevilla/,True
Sevilla,Martes Santo,5,5,San Esteban,Paso de Palio,virgen,Banda de Música María Santísima de la Victoria – Las Cigarreras – de Sevilla,https://musicofrades.com/directorio/818-banda-de-musica-maria-santisima-de-la-victoria-las-cigarreras-de-sevilla/,False
Sevilla,Martes Santo,5,6,Los Javieres,Paso de Cristo,cristo,Silencio,,False
Sevilla,Martes Santo,5,6,Los Javieres,Paso de Palio,virgen,Banda de Música Julián Cerdán de Sanlúcar de Barrameda,https://musicofrades.com/directorio/44-banda-de-musica-julian-cerdan-de-sanlucar-de-barrameda/,False
Sevilla,Martes Santo,5,7,Los Estudiantes,Paso de Cristo,cristo,Silencio,,False
Sevilla,Martes Santo,5,7,Los Estudiantes,Paso de Palio,virgen,Banda de Música Municipal de Alcalá de Guadaíra,https://musicofrades.com/directorio/74-banda-de-musica-municipal-de-alcala-de-guadaira/,False
Sevilla,Martes Santo,5,8,Santa Cruz,Paso de Cristo,cristo,Capilla Musical,,False
Sevilla,Martes Santo,5,8,Santa Cruz,Paso de Palio,virgen,Banda de Música del Maestro Tejera de Sevilla,https://musicofrades.com/directorio/183-banda-de-musica-del-maestro-tejera-de-sevilla/,False
Sevilla,Miércoles Santo,6,1,El Carmen Doloroso,Paso de Misterio,cristo,Agrupación Musical Nuestro Padre Jesús de la Pasión de Linares,https://musicofrades.com/directorio/829-agrupacion-musical-nuestro-padre-jesus-de-la-pasion-de-linares/,True
Sevilla,Miércoles Santo,6,1,El Carmen Doloroso,Paso de Palio,virgen,Banda de Música Nuestra Señora de la Soledad de Cantillana,https://musicofrades.com/directorio/275-banda-de-musica-nuestra-senora-de-la-soledad-de-cantillana/,False
Sevilla,Miércoles Santo,6,2,La Sed,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Jesús Nazareno de Sevilla,https://musicofrades.com/directorio/1262-banda-de-cornetas-y-tambores-jesus-nazareno-de-sevilla/,True
Sevilla,Miércoles Santo,6,2,La Sed,Paso de Cristo,cristo,Banda de Cornetas y Tambores Nuestra Señora del Rosario Coronada de Cádiz,https://musicofrades.com/directorio/898-banda-de-cornetas-y-tambores-nuestra-senora-del-rosario-coronada-de-cadiz/,True
Sevilla,Miércoles Santo,6,2,La Sed,Paso de Palio,virgen,Banda de Música de la Sociedad Filarmónica Nuestra Señora de la Oliva de Salteras,https://musicofrades.com/directorio/187-banda-de-musica-de-la-sociedad-filarmonica-nuestra-senora-de-la-oliva-de-salteras/,False
Sevilla,Miércoles Santo,6,3,El Buen Fin,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Juvenil de la Centuria Romana Macarena de Sevilla,https://musicofrades.com/directorio/705-banda-de-cornetas-y-tambores-juvenil-de-la-centuria-romana-macarena-de-sevilla/,True
Sevilla,Miércoles Santo,6,3,El Buen Fin,Paso de Misterio,cristo,Banda de Cornetas y Tambores de la Centuria Romana Macarena de Sevilla,https://musicofrades.com/directorio/153-banda-de-cornetas-y-tambores-de-la-centuria-romana-macarena-de-sevilla/,True
Sevilla,Miércoles Santo,6,3,El Buen Fin,Paso de Palio,virgen,Banda de Música de la Asociación Filarmónica Cultural Santa María de las Nieves de Olivares,https://musicofrades.com/directorio/64-banda-de-musica-de-la-asociacion-filarmonica-cultural-santa-maria-de-las-nieves-de-olivares/,False
Sevilla,Miércoles Santo,6,4,San Bernardo,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Sagrado Corazón de Jesús de Marchena,https://musicofrades.com/directorio/840-banda-de-cornetas-y-tambores-sagrado-corazon-de-jesus-de-marchena/,True
Sevilla,Miércoles Santo,6,4,San Bernardo,Paso de Misterio,cristo,Banda de Cornetas y Tambores Nuestro Padre Jesús en la Presentación al Pueblo de Dos Hermanas,https://musicofrades.com/directorio/627-banda-de-cornetas-y-tambores-nuestro-padre-jesus-en-la-presentacion-al-pueblo-de-dos-hermanas/,True
Sevilla,Miércoles Santo,6,4,San Bernardo,Paso de Palio,virgen,Banda de Música de la Cruz Roja de Sevilla,https://musicofrades.com/directorio/288-banda-de-musica-de-la-cruz-roja-de-sevilla/,False
Sevilla,Miércoles Santo,6,5,La Lanzada,Cruz de Guía,cruz_guia,Agrupación Musical Juvenil María Santísima del Rocío de Sevilla,https://musicofrades.com/directorio/1386-agrupacion-musical-juvenil-maria-santisima-del-rocio-de-sevilla/,True
Sevilla,Miércoles Santo,6,5,La Lanzada,Paso de Misterio,cristo,Banda de Cornetas y Tambores Santísimo Cristo de las Tres Caídas – Esperanza de Triana – de Sevilla,https://musicofrades.com/directorio/397-banda-de-cornetas-y-tambores-santisimo-cristo-de-las-tres-caidas-esperanza-de-triana-de-sevilla/,True
Sevilla,Miércoles Santo,6,5,La Lanzada,Paso de Palio,virgen,Banda de Música Nuestra Señora de la Paz de Málaga,https://musicofrades.com/directorio/938-banda-de-musica-nuestra-senora-de-la-paz-de-malaga/,False
Sevilla,Miércoles Santo,6,6,El Baratillo,Cruz de Guía,cruz_guia,Agrupación Musical Juvenil María Santísima de las Angustias Coronada de Sevilla,https://musicofrades.com/directorio/1007-agrupacion-musical-juvenil-maria-santisima-de-las-angustias-coronada-de-sevilla/,True
Sevilla,Miércoles Santo,6,6,El Baratillo,Paso de Misterio,cristo,Banda de Cornetas y Tambores Nuestra Señora del Sol de Sevilla,https://musicofrades.com/directorio/334-banda-de-cornetas-y-tambores-nuestra-senora-del-sol-de-sevilla/,True
Sevilla,Miércoles Santo,6,6,El Baratillo,Paso de Palio,virgen,Banda de Música de la Sociedad Filarmónica Nuestra Señora del Carmen de Salteras,https://musicofrades.com/directorio/214-banda-de-musica-de-la-sociedad-filarmonica-nuestra-senora-del-carmen-de-salteras/,False
Sevilla,Miércoles Santo,6,7,Los Panaderos,Paso de Misterio,cristo,Banda de Cornetas y Tambores Nuestra Señora de la Victoria – Las Cigarreras – de Sevilla,https://musicofrades.com/directorio/372-banda-de-cornetas-y-tambores-nuestra-senora-de-la-victoria-las-cigarreras-de-sevilla/,True
Sevilla,Miércoles Santo,6,7,Los Panaderos,Paso de Palio,virgen,Banda de Música Santa Ana de Dos Hermanas,https://musicofrades.com/directorio/386-banda-de-musica-santa-ana-de-dos-hermanas/,False
Sevilla,Miércoles Santo,6,8,Las Siete Palabras,Paso de Misterio,cristo,Capilla Musical,,False
Sevilla,Miércoles Santo,6,8,Las Siete Palabras,Paso de Cristo,cristo,Banda de Cornetas y Tambores Esencia de Sevilla,https://musicofrades.com/directorio/1108-banda-de-cornetas-y-tambores-esencia-de-sevilla/,True
Sevilla,Miércoles Santo,6,8,Las Siete Palabras,Paso de Palio,virgen,Banda de Música de la Asociación Músico-Cultural Nuestra Señora del Carmen de Villalba del Alcor,https://musicofrades.com/directorio/1725-banda-de-musica-de-la-asociacion-musico-cultural-nuestra-senora-del-carmen-de-villalba-del-alcor/,False
Sevilla,Miércoles Santo,6,9,El Cristo de Burgos,Paso de Cristo,cristo,Capilla Musical,,False
Sevilla,Miércoles Santo,6,9,El Cristo de Burgos,Paso de Palio,virgen,Banda de Música del Maestro Tejera de Sevilla,https://musicofrades.com/directorio/183-banda-de-musica-del-maestro-tejera-de-sevilla/,False
Sevilla,Jueves Santo,7,1,Los Negritos,Paso de Cristo,cristo,Capilla Musical,,False
Sevilla,Jueves Santo,7,1,Los Negritos,Paso de Palio,virgen,Banda de Música de la Asociación Filarmónica Cultural Santa María de las Nieves de Olivares,https://musicofrades.com/directorio/64-banda-de-musica-de-la-asociacion-filarmonica-cultural-santa-maria-de-las-nieves-de-olivares/,False
Sevilla,Jueves Santo,7,2,La Exaltación,Paso de Misterio,cristo,Banda de Cornetas y Tambores Nuestra Señora del Rosario Coronada de Cádiz,https://musicofrades.com/directorio/898-banda-de-cornetas-y-tambores-nuestra-senora-del-rosario-coronada-de-cadiz/,True
Sevilla,Jueves Santo,7,2,La Exaltación,Paso de Palio,virgen,Banda de Música Municipal de Arahal,https://musicofrades.com/directorio/937-banda-de-musica-municipal-de-arahal/,False
Sevilla,Jueves Santo,7,3,Las Cigarreras,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Sagrada Columna y Azotes de Sevilla,https://musicofrades.com/directorio/709-banda-de-cornetas-y-tambores-sagrada-columna-y-azotes-de-sevilla/,True
Sevilla,Jueves Santo,7,3,Las Cigarreras,Paso de Misterio,cristo,Banda de Cornetas y Tambores Nuestra Señora de la Victoria – Las Cigarreras – de Sevilla,https://musicofrades.com/directorio/372-banda-de-cornetas-y-tambores-nuestra-senora-de-la-victoria-las-cigarreras-de-sevilla/,True
Sevilla,Jueves Santo,7,3,Las Cigarreras,Paso de Palio,virgen,Banda de Música María Santísima de la Victoria – Las Cigarreras – de Sevilla,https://musicofrades.com/directorio/818-banda-de-musica-maria-santisima-de-la-victoria-las-cigarreras-de-sevilla/,False
Sevilla,Jueves Santo,7,4,Montesión,Paso de Misterio,cristo,Agrupación Musical Juvenil Santa María Magdalena de Arahal,https://musicofrades.com/directorio/1431-agrupacion-musical-juvenil-santa-maria-magdalena-de-arahal/,True
Sevilla,Jueves Santo,7,4,Montesión,Paso de Palio,virgen,Banda de Música de la Cruz Roja de Sevilla,https://musicofrades.com/directorio/288-banda-de-musica-de-la-cruz-roja-de-sevilla/,False
Sevilla,Jueves Santo,7,5,La Quinta Angustia,Paso de Misterio,cristo,Banda de Música de la Asociación Músico-Cultural Nuestra Señora del Carmen de Villalba del Alcor,https://musicofrades.com/directorio/1725-banda-de-musica-de-la-asociacion-musico-cultural-nuestra-senora-del-carmen-de-villalba-del-alcor/,False
Sevilla,Jueves Santo,7,6,El Valle,Paso de Misterio,cristo,Capilla Musical y Escolanía,,False
Sevilla,Jueves Santo,7,6,El Valle,Paso del Nazareno,cristo,Silencio,,False
Sevilla,Jueves Santo,7,6,El Valle,Paso de Palio,virgen,Banda de Música del Maestro Tejera de Sevilla,https://musicofrades.com/directorio/183-banda-de-musica-del-maestro-tejera-de-sevilla/,False
Sevilla,Jueves Santo,7,7,Pasión,Paso de Misterio,cristo,Silencio,,False
Sevilla,Jueves Santo,7,7,Pasión,Paso de Palio,virgen,Banda de Música de la Sociedad Filarmónica Nuestra Señora de la Oliva de Salteras,https://musicofrades.com/directorio/187-banda-de-musica-de-la-sociedad-filarmonica-nuestra-senora-de-la-oliva-de-salteras/,False
Sevilla,Madrugada,8,1,El Silencio,Paso de Misterio,cristo,Capilla Musical,,False
Sevilla,Madrugada,8,1,El Silencio,Paso de Palio,virgen,Capilla Musical,,False
Sevilla,Madrugada,8,2,Gran Poder,Paso de Misterio,cristo,Silencio,,False
Sevilla,Madrugada,8,2,Gran Poder,Paso de Palio,virgen,Silencio,,False
Sevilla,Madrugada,8,3,La Macarena,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Juvenil de la Centuria Romana Macarena de Sevilla,https://musicofrades.com/directorio/705-banda-de-cornetas-y-tambores-juvenil-de-la-centuria-romana-macarena-de-sevilla/,True
Sevilla,Madrugada,8,3,La Macarena,Paso de Misterio,cristo,Banda de Cornetas y Tambores de la Centuria Romana Macarena de Sevilla,https://musicofrades.com/directorio/153-banda-de-cornetas-y-tambores-de-la-centuria-romana-macarena-de-sevilla/,True
Sevilla,Madrugada,8,3,La Macarena,Paso de Palio,virgen,Banda de Música de la Sociedad Filarmónica Nuestra Señora del Carmen de Salteras,https://musicofrades.com/directorio/214-banda-de-musica-de-la-sociedad-filarmonica-nuestra-senora-del-carmen-de-salteras/,False
Sevilla,Madrugada,8,4,El Calvario,Paso de Cristo,cristo,Silencio,,False
Sevilla,Madrugada,8,4,El Calvario,Paso de Palio,virgen,Silencio,,False
Sevilla,Madrugada,8,5,La Esperanza de Triana,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores San Juan Evangelista de Sevilla,https://musicofrades.com/directorio/710-banda-de-cornetas-y-tambores-san-juan-evangelista-de-sevilla/,True
Sevilla,Madrugada,8,5,La Esperanza de Triana,Paso de Misterio,cristo,Banda de Cornetas y Tambores Santísimo Cristo de las Tres Caídas – Esperanza de Triana – de Sevilla,https://musicofrades.com/directorio/397-banda-de-cornetas-y-tambores-santisimo-cristo-de-las-tres-caidas-esperanza-de-triana-de-sevilla/,True
Sevilla,Madrugada,8,5,La Esperanza de Triana,Paso de Palio,virgen,Banda de Música María Santísima de la Victoria – Las Cigarreras – de Sevilla,https://musicofrades.com/directorio/818-banda-de-musica-maria-santisima-de-la-victoria-las-cigarreras-de-sevilla/,False
Sevilla,Madrugada,8,6,Los Gitanos,Cruz de Guía,cruz_guia,Agrupación Musical Juvenil María Santísima de las Angustias Coronada de Sevilla,https://musicofrades.com/directorio/1007-agrupacion-musical-juvenil-maria-santisima-de-las-angustias-coronada-de-sevilla/,True
Sevilla,Madrugada,8,6,Los Gitanos,Paso de Misterio,cristo,Agrupación Musical Nuestro Padre Jesús de la Salud – Los Gitanos – de Sevilla,https://musicofrades.com/directorio/831-agrupacion-musical-nuestro-padre-jesus-de-la-salud-los-gitanos-de-sevilla/,True
Sevilla,Madrugada,8,6,Los Gitanos,Paso de Palio,virgen,Banda de Música de la Asociación Filarmónica Cultural Santa María de las Nieves de Olivares,https://musicofrades.com/directorio/64-banda-de-musica-de-la-asociacion-filarmonica-cultural-santa-maria-de-las-nieves-de-olivares/,False
Sevilla,Viernes Santo,9,1,La Carretería,Paso de Misterio,cristo,Banda de Cornetas y Tambores Nuestra Señora de la Victoria – Las Cigarreras – de Sevilla,https://musicofrades.com/directorio/372-banda-de-cornetas-y-tambores-nuestra-senora-de-la-victoria-las-cigarreras-de-sevilla/,True
Sevilla,Viernes Santo,9,1,La Carretería,Paso de Palio,virgen,Banda de Música Julián Cerdán de Sanlúcar de Barrameda,https://musicofrades.com/directorio/44-banda-de-musica-julian-cerdan-de-sanlucar-de-barrameda/,False
Sevilla,Viernes Santo,9,2,La Soledad de San Buenaventura,Paso de Virgen,virgen,Banda de Música Municipal de Mairena del Alcor,https://musicofrades.com/directorio/215-banda-de-musica-municipal-de-mairena-del-alcor/,False
Sevilla,Viernes Santo,9,3,El Cachorro,Paso de Cristo,cristo,Banda de Música Municipal de La Puebla del Río,https://musicofrades.com/directorio/728-banda-de-musica-municipal-de-la-puebla-del-rio/,False
Sevilla,Viernes Santo,9,3,El Cachorro,Paso de Palio,virgen,Banda de Música de la Sociedad Filarmónica Nuestra Señora de la Oliva de Salteras,https://musicofrades.com/directorio/187-banda-de-musica-de-la-sociedad-filarmonica-nuestra-senora-de-la-oliva-de-salteras/,False
Sevilla,Viernes Santo,9,4,La O,Paso de Misterio,cristo,Banda de Cornetas y Tambores Nuestra Señora del Sol de Sevilla,https://musicofrades.com/directorio/334-banda-de-cornetas-y-tambores-nuestra-senora-del-sol-de-sevilla/,True
Sevilla,Viernes Santo,9,4,La O,Paso de Palio,virgen,Banda de Música de la Sociedad Filarmónica Nuestra Señora del Carmen de Salteras,https://musicofrades.com/directorio/214-banda-de-musica-de-la-sociedad-filarmonica-nuestra-senora-del-carmen-de-salteras/,False
Sevilla,Viernes Santo,9,5,San Isidoro,Paso de Misterio,cristo,Silencio,,False
Sevilla,Viernes Santo,9,5,San Isidoro,Paso de Palio,virgen,Silencio,,False
Sevilla,Viernes Santo,9,6,Montserrat,Paso de Misterio,cristo,Banda de Cornetas y Tambores Santísimo Cristo de las Tres Caídas – Esperanza de Triana – de Sevilla,https://musicofrades.com/directorio/397-banda-de-cornetas-y-tambores-santisimo-cristo-de-las-tres-caidas-esperanza-de-triana-de-sevilla/,True
Sevilla,Viernes Santo,9,6,Montserrat,Paso de Palio,virgen,Banda de Música del Maestro Tejera de Sevilla,https://musicofrades.com/directorio/183-banda-de-musica-del-maestro-tejera-de-sevilla/,False
Sevilla,Viernes Santo,9,7,La Mortaja,Paso de Misterio,cristo,Capilla Musical y Escolanía,,False
Sevilla,Sábado Santo,10,1,El Sol,Cruz de Guía,cruz_guia,Agrupación Musical Santa María de la Esperanza de Sevilla,https://musicofrades.com/directorio/1311-agrupacion-musical-santa-maria-de-la-esperanza-de-sevilla/,True
Sevilla,Sábado Santo,10,1,El Sol,Paso de Misterio,cristo,Banda de Cornetas y Tambores Nuestra Señora del Sol de Sevilla,https://musicofrades.com/directorio/334-banda-de-cornetas-y-tambores-nuestra-senora-del-sol-de-sevilla/,True
Sevilla,Sábado Santo,10,1,El Sol,Paso de Palio,virgen,Banda de Música Municipal Fernando Guerrero de Los Palacios y Villafranca,https://musicofrades.com/directorio/568-banda-de-musica-municipal-fernando-guerrero-de-los-palacios-y-villafranca/,False
Sevilla,Sábado Santo,10,2,Los Servitas,Cruz de Guía,cruz_guia,Capilla Musical,,False
Sevilla,Sábado Santo,10,2,Los Servitas,Paso de Misterio,cristo,Banda de Música Nuestra Señora de la Soledad de Cantillana,https://musicofrades.com/directorio/275-banda-de-musica-nuestra-senora-de-la-soledad-de-cantillana/,False
Sevilla,Sábado Santo,10,2,Los Servitas,Paso de Palio,virgen,Banda de Música Municipal de Coria del Río,https://musicofrades.com/directorio/566-banda-de-musica-municipal-de-coria-del-rio/,False
Sevilla,Sábado Santo,10,3,La Trinidad,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Sagrada Columna y Azotes de Sevilla,https://musicofrades.com/directorio/709-banda-de-cornetas-y-tambores-sagrada-columna-y-azotes-de-sevilla/,True
Sevilla,Sábado Santo,10,3,La Trinidad,Paso Alegórico,dudoso,Banda de Cornetas y Tambores Nuestra Señora de la Victoria – Las Cigarreras – de Sevilla,https://musicofrades.com/directorio/372-banda-de-cornetas-y-tambores-nuestra-senora-de-la-victoria-las-cigarreras-de-sevilla/,True
Sevilla,Sábado Santo,10,3,La Trinidad,Paso de Misterio,cristo,Banda de Cornetas y Tambores Santísimo Cristo de las Tres Caídas – Esperanza de Triana – de Sevilla,https://musicofrades.com/directorio/397-banda-de-cornetas-y-tambores-santisimo-cristo-de-las-tres-caidas-esperanza-de-triana-de-sevilla/,True
Sevilla,Sábado Santo,10,3,La Trinidad,Paso de Palio,virgen,Banda de Música de la Sociedad Filarmónica Nuestra Señora de la Oliva de Salteras,https://musicofrades.com/directorio/187-banda-de-musica-de-la-sociedad-filarmonica-nuestra-senora-de-la-oliva-de-salteras/,False
Sevilla,Sábado Santo,10,4,El Santo Entierro,Paso Alegórico,dudoso,Silencio,,False
Sevilla,Sábado Santo,10,4,El Santo Entierro,Paso de Misterio,cristo,Banda de Música Sinfónica Municipal de Sevilla,https://musicofrades.com/directorio/1-banda-de-musica-sinfonica-municipal-de-sevilla/,False
Sevilla,Sábado Santo,10,4,El Santo Entierro,Paso de Virgen,virgen,Banda de Música de la Agrupación del Acuartelamiento Aéreo de Tablada de Sevilla,https://musicofrades.com/directorio/269-banda-de-musica-de-la-agrupacion-del-acuartelamiento-aereo-de-tablada-de-sevilla/,False
Sevilla,Sábado Santo,10,5,La Soledad de San Lorenzo,Paso de Virgen,virgen,Silencio,,False
Sevilla,Domingo de Resurrección,11,1,La Resurrección,Cruz de Guía,cruz_guia,Agrupación Musical Juvenil Virgen de los Reyes de Sevilla,https://musicofrades.com/directorio/1356-agrupacion-musical-juvenil-virgen-de-los-reyes-de-sevilla/,True
Sevilla,Domingo de Resurrección,11,1,La Resurrección,Paso de Misterio,cristo,Agrupación Musical Virgen de los Reyes de Sevilla,https://musicofrades.com/directorio/702-agrupacion-musical-virgen-de-los-reyes-de-sevilla/,True
Sevilla,Domingo de Resurrección,11,1,La Resurrección,Paso de Palio,virgen,Banda de Música María Santísima de la Victoria – Las Cigarreras – de Sevilla,https://musicofrades.com/directorio/818-banda-de-musica-maria-santisima-de-la-victoria-las-cigarreras-de-sevilla/,False
Malaga,Viernes de Dolores,1,1,Medinaceli,Trono del Cristo,cristo,Agrupación Musical Nuestra Señora del Mar de Huércal de Almería,https://musicofrades.com/directorio/1067-agrupacion-musical-nuestra-senora-del-mar-de-huercal-de-almeria/,True
Malaga,Viernes de Dolores,1,1,Medinaceli,Trono de la Virgen,virgen,Banda de Música Nuestro Padre Jesús Nazareno de Almogía,https://musicofrades.com/directorio/436-banda-de-musica-nuestro-padre-jesus-nazareno-de-almogia/,False
Malaga,Viernes de Dolores,1,2,Dolores del Puerto de la Torre,Trono del Cristo,cristo,Agrupación Musical Jesús Cautivo de Estepona,https://musicofrades.com/directorio/968-agrupacion-musical-jesus-cautivo-de-estepona/,True
Malaga,Viernes de Dolores,1,2,Dolores del Puerto de la Torre,Trono de la Virgen,virgen,Banda de Música Nuestra Señora de la Soledad de Mena de Málaga,https://musicofrades.com/directorio/1370-banda-de-musica-nuestra-senora-de-la-soledad-de-mena-de-malaga/,False
Malaga,Viernes de Dolores,1,3,Dolores de Churriana,Trono del Cristo,cristo,Banda de Música San Isidro de Churriana,https://musicofrades.com/directorio/461-banda-de-musica-san-isidro-de-churriana/,False
Malaga,Viernes de Dolores,1,3,Dolores de Churriana,Trono de la Virgen,virgen,Banda de Música Sinfónica Virgen de la Trinidad de Málaga,https://musicofrades.com/directorio/1127-banda-de-musica-sinfonica-virgen-de-la-trinidad-de-malaga/,False
Malaga,Sábado de Pasión,2,1,Gamarra,Trono de Virgen,virgen,Banda de Música Maestro Eloy García de la Archicofradía de la Expiración de Málaga,https://musicofrades.com/directorio/1401-banda-de-musica-maestro-eloy-garcia-de-la-archicofradia-de-la-expiracion-de-malaga/,False
Malaga,Sábado de Pasión,2,2,San Andrés,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Nuestro Padre Jesús Nazareno de Almogía,https://musicofrades.com/directorio/423-banda-de-cornetas-y-tambores-nuestro-padre-jesus-nazareno-de-almogia/,True
Malaga,Sábado de Pasión,2,2,San Andrés,Trono de Cristo,cristo,Banda de Cornetas y Tambores Monte Calvario de Martos,https://musicofrades.com/directorio/896-banda-de-cornetas-y-tambores-monte-calvario-de-martos/,True
Malaga,Sábado de Pasión,2,2,San Andrés,Trono de Virgen,virgen,Banda de Música Nuestro Padre Jesús Nazareno de Almogía,https://musicofrades.com/directorio/436-banda-de-musica-nuestro-padre-jesus-nazareno-de-almogia/,False
Malaga,Sábado de Pasión,2,3,Verdad y Sagrario,Trono de Cristo,cristo,Agrupación Musical Nuestro Padre Jesús Nazareno de La Roda de Andalucía,https://musicofrades.com/directorio/518-agrupacion-musical-nuestro-padre-jesus-nazareno-de-la-roda-de-andalucia/,True
Malaga,Sábado de Pasión,2,3,Verdad y Sagrario,Trono de Virgen,virgen,Banda de Música Municipal Maestro Paco Tenorio de Arriate,https://musicofrades.com/directorio/640-banda-de-musica-municipal-maestro-paco-tenorio-de-arriate/,False
Malaga,Sábado de Pasión,2,4,Desamparados,Trono de Virgen,virgen,Banda de Música Santa Cecilia de Málaga,https://musicofrades.com/directorio/1832-banda-de-musica-santa-cecilia-de-malaga/,False
Malaga,Sábado de Pasión,2,5,Clemencia,Trono de Cristo,cristo,Banda de Cornetas y Tambores Paso y Esperanza de Málaga,https://musicofrades.com/directorio/899-banda-de-cornetas-y-tambores-paso-y-esperanza-de-malaga/,True
Malaga,Domingo de Ramos,3,1,Pollinica,Cruz de Guía,cruz_guia,Banda de Cornetas y Tambores Nuestro Padre Jesús Nazareno de Almogía,https://musicofrades.com/directorio/423-banda-de-cornetas-y-tambores-nuestro-padre-jesus-nazareno-de-almogia/,True
Malaga,Domingo de Ramos,3,1,Pollinica,Trono de Cristo,cristo,Agrupación Musical Santísimo Cristo de la Vera Cruz de Campillos,https://musicofrades.com/directorio/420-agrupacion-musical-santisimo-cristo-de-la-vera-cruz-de-campillos/,True
Malaga,Domingo de Ramos,3,1,Pollinica,Trono de Virgen,virgen,Banda de Música Nuestra Señora de la Paz de Málaga,https://musicofrades.com/directorio/938-banda-de-musica-nuestra-senora-de-la-paz-de-malaga/,False
Malaga,Domingo de Ramos,3,2,Lágrimas y Favores,Cruz de Guía,cruz_guia,Agrupación Musical de las Reales Cofradías Fusionadas de San Juan de Málaga,https://musicofrades.com/directorio/1833-agrupacion-musical-de-las-reales-cofradias-fusionadas-de-san-juan-de-malaga/,True
Malaga,Domingo de Ramos,3,2,Lágrimas y Favores,Trono de Virgen,virgen,Banda de Música Municipal de Arahal,https://musicofrades.com/directorio/937-banda-de-musica-municipal-de-arahal/,False
Malaga,Domingo de Ramos,3,3,Dulce Nombre,Trono de Cristo,cristo,Agrupación Musical Lágrimas de Dolores de San Fernando,https://musicofrades.com/directorio/735-agrupacion-musical-lagrimas-de-dolores-de-san-fernando/,True
Malaga,Domingo de Ramos,3,3,Dulce Nombre,Trono de Virgen,virgen,Banda de Música Sinfónica Virgen de la Trinidad de Málaga,https://musicofrades.com/directorio/1127-banda-de-musica-sinfonica-virgen-de-la-trinidad-de-malaga/,False
Malaga,Domingo de Ramos,3,4,Salutación,Trono de Cristo,cristo,Agrupación Musical San Lorenzo Mártir de Málaga,https://musicofrades.com/directorio/1134-agrupacion-musical-san-lorenzo-martir-de-malaga/,True
Malaga,Domingo de Ramos,3,4,Salutación,Trono de Virgen,virgen,Banda de Música Nuestro Padre Jesús Nazareno de Almogía,https://musicofrades.com/directorio/436-banda-de-musica-nuestro-padre-jesus-nazareno-de-almogia/,False
