ANIO,PAG,DIA,HERMANDAD,PASO,BANDA
2024,17,DOMINGO DE RAMOS,La Hiniesta,Primer Paso,Agrupación Musical Santa María Magdalena de Arahal
2024,17,DOMINGO DE RAMOS,La Hiniesta,Segundo Paso,Banda de Mairena del Alcor
2024,18,DOMINGO DE RAMOS,La Paz,(prosa),Sta. María de la Esperanza (cruz)
2024,18,DOMINGO DE RAMOS,La Paz,Primer Paso,Nuestra Señora de la Encarnación
2024,18,DOMINGO DE RAMOS,La Paz,Segundo Paso,Santa Ana de Dos Hermanas
2024,18,DOMINGO DE RAMOS,La Cena,Primer Paso,Las Cigarreras
2024,18,DOMINGO DE RAMOS,La Cena,Segundo Paso,Capilla Musical y Escolanía María Auxiliadora
2024,18,DOMINGO DE RAMOS,La Cena,Tercer Paso,Banda de Música Maestro Tejera
2024,20,DOMINGO DE RAMOS,San Roque,Cruz de Guia,Banda de Cornetas y Tambores Pasión de Cristo
2024,20,DOMINGO DE RAMOS,San Roque,Primer Paso,Banda del Nazareno de Huelva
2024,20,DOMINGO DE RAMOS,San Roque,Segundo Paso,Banda de la Cruz Roja
2024,20,DOMINGO DE RAMOS,La Amargura,Primer Paso,Banda de las Tres Caídas de Triana
2024,20,DOMINGO DE RAMOS,La Amargura,Segundo Paso,Filarmónica del Carmen de Sal - teras
2024,21,DOMINGO DE RAMOS,La Estrella,Cruz de Guia,Juvenil de la Centuria
2024,21,DOMINGO DE RAMOS,La Estrella,Primer Paso,Rosario de Cádiz
2024,21,DOMINGO DE RAMOS,La Estrella,Segundo Paso,La Oliva de Salteras
2024,21,DOMINGO DE RAMOS,El Amor,Primer Paso,No lleva
2024,21,DOMINGO DE RAMOS,El Amor,Segundo Paso,Banda de música de Las Cigarreras
2024,25,LUNES SANTO,San Pablo,Cruz de Guia,Pasión de Cristo
2024,25,LUNES SANTO,San Pablo,Primer Paso,Tres Caídas (ida) y la Salud de Córdoba (vuelta)
2024,25,LUNES SANTO,San Pablo,Segundo Paso,Banda de Las Cigarreras en el recorrido de ida y Virgen del Castillo de Lebrija en la vuelta
2024,25,LUNES SANTO,La Redención,(prosa),A. M. Virgen del Rocío (cruz)
2024,25,LUNES SANTO,La Redención,Primer Paso,A. M. de la Redención
2024,25,LUNES SANTO,La Redención,Segundo Paso,Banda de Musica de la Cruz Roja
2024,26,LUNES SANTO,Santa Genoveva,(prosa),Agrupación Musical Virgen de las Angustias (cruz de guía)
2024,26,LUNES SANTO,Santa Genoveva,Primer Paso,Agrupación Musical La Pasión de Linares
2024,26,LUNES SANTO,Santa Genoveva,Segundo Paso,Banda de Música del Carmen del Salteras
2024,26,LUNES SANTO,Santa Marta,(prosa),No lleva
2024,28,LUNES SANTO,San Gonzalo,Primer Paso,Las Cigarreras
2024,28,LUNES SANTO,San Gonzalo,Segundo Paso,Santa Ana de Dos Hermanas
2024,28,LUNES SANTO,Vera Cruz,Primer Paso,Grupo vocal De Profundis y la Capilla Calvarium
2024,28,LUNES SANTO,Vera Cruz,Segundo Paso,Capilla Musical Ars Sacra
2024,29,LUNES SANTO,Las Penas,Primer Paso,De Capilla
2024,29,LUNES SANTO,Las Penas,Segundo Paso,Banda de Música Maestro Tejera
2024,30,LUNES SANTO,El Museo,Primer Paso,No lleva
2024,30,LUNES SANTO,El Museo,Segundo Paso,La Oliva de Salteras
2024,30,LUNES SANTO,Las Aguas,Cruz de Guia,Centuria Juvenil
2024,30,LUNES SANTO,Las Aguas,Primer Paso,Rosario de Cádiz
2024,30,LUNES SANTO,Las Aguas,Segundo Paso,Banda de Mairena del Alcor
2024,34,MARTES SANTO,El Cerro del Águila,Cruz de Guia,Fraternitas
2024,34,MARTES SANTO,El Cerro del Águila,Primer Paso,Nazareno de Huelva
2024,34,MARTES SANTO,El Cerro del Águila,Segundo Paso,Banda del Sol
2024,34,MARTES SANTO,El Cerro del Águila,Tercer Paso,Banda de las Nieves de Olivares
2024,34,MARTES SANTO,San Benito,(prosa),A.M. Virgen de las Angustias (cruz)
2024,34,MARTES SANTO,San Benito,Primer Paso,Agrupación Musical de la Encar - nación
2024,34,MARTES SANTO,San Benito,Segundo Paso,Banda del Cristo de la Sangre
2024,34,MARTES SANTO,San Benito,Tercer Paso,Municipal de la Puebla del Río
2024,36,MARTES SANTO,La Candelaria,Cruz de Guia,Centuria Juvenil Macarena
2024,36,MARTES SANTO,La Candelaria,Primer Paso,Banda de cornetas de las Tres Caídas
2024,36,MARTES SANTO,La Candelaria,Segundo Paso,Banda  de música de la Cruz Roja
2024,36,MARTES SANTO,El Dulce Nombre,Primer Paso,Banda de cornetas de las Ciga - rreras
2024,36,MARTES SANTO,El Dulce Nombre,Segundo Paso,La Oliva de Salteras
2024,38,MARTES SANTO,Los Javieres,Primer Paso,No lleva
2024,38,MARTES SANTO,Los Javieres,Segundo Paso,Julián Cerdán de Sanlúcar de Barrameda
2024,38,MARTES SANTO,San Esteban,Primer Paso,Virgen de los Reyes
2024,38,MARTES SANTO,San Esteban,Segundo Paso,Banda de Música de Cigarreras
2024,39,MARTES SANTO,Los Estudiantes,Primer Paso,No lleva
2024,39,MARTES SANTO,Los Estudiantes,Segundo Paso,Virgen del Águila de Alcalá de Guadaira
2024,39,MARTES SANTO,Santa Cruz,Primer Paso,Capilla Musical
2024,39,MARTES SANTO,Santa Cruz,Segundo Paso,Banda del MaestroTejera
2024,43,MIERCOLES SANTO,El Carmen,Primer Paso,La Pasión de Linares
2024,43,MIERCOLES SANTO,El Carmen,Segundo Paso,Banda de Música de la Soledad de Cantillana
2024,43,MIERCOLES SANTO,El Buen Fin,Primer Paso,Centuria Romana Macarena
2024,43,MIERCOLES SANTO,El Buen Fin,Segundo Paso,Las Nieves de Olivares
2024,44,VIERNES DE DOLORES,La Sed,Primer Paso,Rosario de Cádiz
2024,44,VIERNES DE DOLORES,La Sed,Segundo Paso,La Oliva de Salteras (ida) y muni - cipal de Mairena del Alcor (vuelta)
2024,44,VIERNES DE DOLORES,San Bernardo,Primer Paso,Presentación al Pueblo de Dos Hermanas
2024,44,VIERNES DE DOLORES,San Bernardo,Segundo Paso,Banda de Música de la Cruz Roja
2024,45,MIERCOLES SANTO,La Lanzada,Primer Paso,Tres Caídas
2024,45,MIERCOLES SANTO,La Lanzada,Segundo Paso,Banda de música de las Cigarre - ras
2024,46,MIERCOLES SANTO,El Baratillo,Cruz de Guia,A.M. María Stma de las Angustias
2024,46,MIERCOLES SANTO,El Baratillo,Primer Paso,Cornetas y tambores del Sol
2024,46,MIERCOLES SANTO,El Baratillo,Segundo Paso,El Carmen de Salteras
2024,46,MIERCOLES SANTO,Los Panaderos,Primer Paso,Banda de las Cigarreras
2024,46,MIERCOLES SANTO,Los Panaderos,Segundo Paso,Banda Santa Ana
2024,48,MIERCOLES SANTO,Las Siete Palabras,Primer Paso,Capilla Musical Banda del Car - men de Villalba
2024,48,MIERCOLES SANTO,Las Siete Palabras,Segundo Paso,Banda de CC y TT Esencia
2024,48,MIERCOLES SANTO,Las Siete Palabras,Tercer Paso,El Carmen de Villalba del Alcor
2024,48,MIERCOLES SANTO,El Cristo de Burgos,Primer Paso,Capilla musical ‘Ars Sacra’
2024,48,MIERCOLES SANTO,El Cristo de Burgos,Segundo Paso,Banda de Música del Maestro Tejera
2024,52,JUEVES SANTO,Los Negritos,Primer Paso,Voces Graves De Profundis y Capilla Musical Ars Sacra
2024,52,JUEVES SANTO,Los Negritos,Segundo Paso,Las Nieves de Olivares
2024,52,JUEVES SANTO,La Exaltación,Primer Paso,Rosario de Cádiz
2024,52,JUEVES SANTO,La Exaltación,Segundo Paso,Banda municipal de Arahal
2024,54,JUEVES SANTO,Las Cigarreras,Cruz de Guia,Sagrada Columna y Azotes
2024,54,JUEVES SANTO,Las Cigarreras,Primer Paso,Banda de las Cigarreras
2024,54,JUEVES SANTO,Las Cigarreras,Segundo Paso,Las Cigarreras
2024,54,JUEVES SANTO,Montesión,Cruz de Guia,Coronación de Campillos
2024,54,JUEVES SANTO,Montesión,Primer Paso,La Redención
2024,54,JUEVES SANTO,Montesión,Segundo Paso,Banda de Música de la Cruz Roja
2024,56,JUEVES SANTO,La Quinta Angustia,(prosa),El Carmen de Villalba del Alcor
2024,56,JUEVES SANTO,El Valle,Primer Paso,Capilla musical y niños cantores
2024,56,JUEVES SANTO,El Valle,Segundo Paso,No lleva
2024,56,JUEVES SANTO,El Valle,Tercer Paso,Banda del Maetro Tejera
2024,57,JUEVES SANTO,Pasión,Primer Paso,No lleva
2024,57,JUEVES SANTO,Pasión,Segundo Paso,Banda de la Oliva de Salteras
2024,61,MADRUGADA,El Silencio,Primer Paso,De capilla
2024,61,MADRUGADA,El Silencio,Segundo Paso,De capilla
2024,61,MADRUGADA,Gran Poder,Primer Paso,No lleva
2024,61,MADRUGADA,Gran Poder,Segundo Paso,No lleva
2024,62,MADRUGADA,La Macarena,(prosa),La Centuria juvenil (cruz de guía)
2024,62,MADRUGADA,La Macarena,Primer Paso,Centuria Romana Macarena
2024,62,MADRUGADA,La Macarena,Segundo Paso,El Carmen de Salteras
2024,62,MADRUGADA,El Calvario,Primer Paso,Luis Gómez Caminero
2024,62,MADRUGADA,El Calvario,Primer Paso,No lleva
2024,62,MADRUGADA,El Calvario,Segundo Paso,No lleva
2024,64,MADRUGADA,La Esperanza de Triana,(prosa),San Juan Evangelista
2024,64,MADRUGADA,La Esperanza de Triana,Primer Paso,Las Tres Caídas
2024,64,MADRUGADA,La Esperanza de Triana,Segundo Paso,Banda de música de las Cigarreras
2024,64,MADRUGADA,Los Gitanos,Cruz de Guia,Agrupación Virgen de las Angustias
2024,64,MADRUGADA,Los Gitanos,Primer Paso,Agrupación Musical de los Gitanos
2024,64,MADRUGADA,Los Gitanos,Segundo Paso,Las Nieves de Olivares
2024,68,VIERNES SANTO,? La Carretería/La Soledad,Primer Paso,Las Cigarreras
2024,68,VIERNES SANTO,? La Carretería/La Soledad,Segundo Paso,Julián Cerdán de Sanlúcar de Barrameda
2024,68,VIERNES SANTO,? La Carretería/La Soledad,Segundo Paso,Banda Municipal de Mairena del Alcor
2024,70,VIERNES SANTO,El Cachorro,Primer Paso,Banda de Música de la Puebla del Río
2024,70,VIERNES SANTO,El Cachorro,Segundo Paso,La Oliva de Salteras
2024,70,VIERNES SANTO,La O,Primer Paso,Banda del Sol
2024,70,VIERNES SANTO,La O,Segundo Paso,El Carmen de Salteras
2024,72,VIERNES SANTO,San Isidoro,Primer Paso,No lleva
2024,72,VIERNES SANTO,San Isidoro,Segundo Paso,No lleva
2024,72,VIERNES SANTO,Montserrat,Primer Paso,Banda de cornetas y tambores de las Tres Caídas
2024,72,VIERNES SANTO,Montserrat,Segundo Paso,Banda del Maestro Tejera
2024,73,VIERNES SANTO,La Mortaja,(prosa),Capilla y Escolanía Salesiana
2024,77,SABADO SANTO,El Sol,Cruz de Guia,Fraternitas
2024,77,SABADO SANTO,El Sol,Primer Paso,Banda del Sol
2024,77,SABADO SANTO,El Sol,Segundo Paso,Banda Nuestra Señora del Sol
2024,77,SABADO SANTO,El Sol,Primer Paso,La Soledad de Cantillana
2024,77,SABADO SANTO,El Sol,Segundo Paso,Banda municipal de Coria del Río
2024,77,SABADO SANTO,La Trinidad,Cruz de Guia,Santa María de Gracia
2024,77,SABADO SANTO,La Trinidad,Primer Paso,Las Cigarreras
2024,78,SABADO SANTO,El Santo Entierro,Primer Paso,Capilla Musical
2024,78,SABADO SANTO,El Santo Entierro,Segundo Paso,Coral y Banda Municipal de Sevilla
2024,78,SABADO SANTO,La Soledad,(prosa),No lleva
2024,78,SABADO SANTO,La Soledad,(prosa),Banda del Cuartel General del Ejér - cito
2024,78,SABADO SANTO,La Soledad,Segundo Paso,Las Tres Caídas
2024,78,SABADO SANTO,La Soledad,Tercer Paso,La Oliva de Salteras
2024,82,SABADO SANTO,? La Resurrección/La Resurrección,Cruz de Guia,Agrupación Virgen de las Angustias
2024,82,SABADO SANTO,? La Resurrección/La Resurrección,Primer Paso,A. M. Virgen de los Reyes
2024,82,SABADO SANTO,? La Resurrección/La Resurrección,Segundo Paso,Banda de música de las Cigarreras
